Accession Number, Predicted Optimum Growth Temperature,Accession,Species,Core_GC,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_024730625.1, 48.56 ℃,GCF_024730625.1,Haloferax larsenii,0.6352994011976048,0.5354590925330508,0.5785101822079349,0.5681493390496644,0.5799392640228704,0.5955698463737095,0.6034297963558432,0.6281707752768869,0.6292425866380852,0.624955341193287,0.6310289389067565,0.6287959985709216,0.6371025366202253,0.62692032868882,0.632458020721689,0.6415684172918907,0.6286173633440558,0.6354948195784224,0.6332618792425873,0.6359414076455902,0.6324580207216873,0.6393354769560562,0.6455877098963926,0.642097739658717,0.6272459104317537,0.6383302047018885,0.6335031733261844,0.6355591311343546,0.6348354792560809
GCF_000011005.1, 45.06 ℃,GCF_000011005.1,Methanocella paludicola SANAE,0.5807259528130672,0.5006561679790033,0.4733158355205601,0.4470691163604557,0.4810804899387582,0.4770341207349091,0.4971566054243224,0.5113735783027141,0.5264654418197732,0.5393700787401584,0.5352143482064758,0.5431977252843417,0.5517279090113762,0.5476815398075254,0.5500874890638697,0.5554461942257234,0.555774278215225,0.5571959755030663,0.5702099737532836,0.5601487314085758,0.5740376202974667,0.5651793525809304,0.5760061242344725,0.5835520559930042,0.5698818897637828,0.5647419072615967,0.5839895013123387,0.5802712160979908,0.5712722896838457
GCF_000025685.1, 44.86 ℃,GCF_000025685.1,Haloferax volcanii DS2,0.6685846191981162,0.566808015298914,0.5931653778997285,0.5947451567306914,0.6083811424295331,0.62002161802611,0.640558742828633,0.651866633408163,0.6729026357362574,0.6541115822732154,0.6581857487320186,0.6624262076993387,0.6645048640558712,0.661262160139682,0.6659183503783108,0.6674981292092758,0.6516171946453799,0.6604306975970715,0.6622599151908174,0.6732352207533019,0.6719880269393838,0.6710734181425106,0.6672486904464962,0.6695767855658062,0.6736509520246077,0.6714060031595568,0.6648374490729168,0.6713240186294052,0.6765635395874865
GCF_028471785.1, 89.17 ℃,GCF_028471785.1,Thermococcus kodakarensis,0.5300631374453618,0.502243450571717,0.5060066579823416,0.4672166739036038,0.4818352873064113,0.476769431176726,0.4789405123751632,0.5026776668114055,0.5102040816326535,0.5099146041395287,0.4986249819076558,0.5113619916051518,0.5093356491532784,0.515559415255464,0.5136778115501511,0.5326385873498334,0.5200463163988999,0.5392965696917088,0.5258358662613973,0.524099001302649,0.5348096685482701,0.5194673614126498,0.529020118685773,0.5201910551454622,0.5206252713851489,0.5242437400492106,0.539875524677956,0.5274279924735851,0.5194673614126507
GCF_000013445.1, 44.41 ℃,GCF_000013445.1,Methanospirillum hungatei JF-1,0.4647578728461081,0.374778499704665,0.4111045481393974,0.3979129749950766,0.4095294349281344,0.4235085646780859,0.424296121283716,0.4360110257924784,0.4431974798188609,0.4377830281551487,0.441622366607599,0.4613112817483763,0.448316597755465,0.4534357156920648,0.4686946249261666,0.4427052569403421,0.4451663713329385,0.4515652687536923,0.4590470565071866,0.4640677298680844,0.4588501673557784,0.4657412876550498,0.4592439456585953,0.4624926166568222,0.4602283914156336,0.4579641661744443,0.4465445953927942,0.4589486119314824,0.4558345642540634
GCF_000012285.1, 73.61 ℃,GCF_000012285.1,Sulfolobus acidocaldarius DSM 639,0.3765008212790759,0.3502727533735291,0.3382141831754244,0.3528567327016956,0.3341946597760566,0.3334768877404551,0.3505598621877703,0.3522825150732132,0.3551536032156206,0.3673557278208451,0.3697961527418902,0.3585989089865076,0.3585989089865065,0.364915302899801,0.3644846396784391,0.3663508469710033,0.3647717484926805,0.3664944013781242,0.3672121734137246,0.3652024117140413,0.3667815101923633,0.3650588573069203,0.3660637381567626,0.3644846396784386,0.3557374694815464,0.365359758724689,0.3639235961510857,0.3637799798937241,0.3662356321839093
GCF_000152265.2, 52.73 ℃,GCF_000152265.2,Ferroplasma acidarmanus Fer1,0.3786329770003239,0.3132049279888945,0.2977615825091095,0.2861356932153386,0.304008328995315,0.3015790386951237,0.3158077390248137,0.3506854069061261,0.3557175082422353,0.3619642547284402,0.3768870380010404,0.3626583376713526,0.3735901440222109,0.379836890508416,0.3675169182717342,0.3633524206142643,0.3716814159292044,0.3742842269651223,0.3713343744577489,0.3720284574006605,0.3737636647579382,0.3883394065590843,0.3723754988721161,0.378275203886865,0.3793163283012325,0.3683845219503736,0.3579732778066987,0.3685580426861018,0.3807044941870567
GCF_004126515.1, 45.08 ℃,GCF_004126515.1,Halorubrum ezzemoulense,0.6779942499577203,0.5829041293936988,0.6120899972892453,0.6159754224270392,0.6218487394958009,0.6523899882533679,0.6552814674256843,0.6727207011836996,0.6847384114936315,0.6753411041836105,0.6742567994939936,0.6738953645974544,0.6792265293214077,0.6757928978042848,0.6867263034245951,0.6870877383211342,0.6800397578386213,0.6783229420800586,0.6798590403903537,0.6817565735971801,0.6757928978042841,0.6847384114936296,0.683925182976416,0.6844673353212268,0.6809510894132564,0.6854714763583776,0.6851148489781161,0.6842105263157906,0.6739916802315093
GCF_000012545.1, 45.10 ℃,GCF_000012545.1,Methanosphaera stadtmanae DSM 3091,0.2983879845875599,0.2298481932862938,0.2247166987385071,0.2202266410091932,0.2433183664742346,0.2292067564678203,0.246097926020953,0.2751763951250791,0.267265341030574,0.2909985033140886,0.2807355142185148,0.2856531964934776,0.2835150737652335,0.2843703228565304,0.2946333119521047,0.2860808210391261,0.2899294419499667,0.3014753046824869,0.2922813769510354,0.298054308317296,0.2824460124011106,0.2751763951250788,0.2860808210391266,0.2961299978618754,0.2871498824032483,0.3012614924096632,0.2920675646782109,0.2809493264913392,0.2758178319435518
GCF_000016385.1, 101.93 ℃,GCF_000016385.1,Pyrobaculum arsenaticum DSM 13514,0.5663532361698793,0.5066666666666653,0.4905050505050502,0.4948148148148145,0.4883501683501671,0.5068013468013469,0.5170370370370366,0.5319865319865319,0.5527272727272741,0.5500336700336703,0.5446464646464656,0.5590572390572387,0.5534006734006743,0.5453198653198668,0.5478307733764481,0.5481002425222314,0.553354890864996,0.5471571005119912,0.5451360819186211,0.5503907302613854,0.5503907302613847,0.5571274589059555,0.5444624090541627,0.5520075451360829,0.5509296685529518,0.5568579897601721,0.5610347615198072,0.5676367555914836,0.5650767987065478
GCF_000211475.1, 93.48 ℃,GCF_000211475.1,Pyrococcus sp. NA2,0.4306200122774708,0.4229030637870434,0.4192198225347419,0.3902561526870942,0.4003013561024625,0.3899213125732479,0.3972877950778516,0.4138623807132105,0.4192198225347417,0.4167085216808985,0.4126904403147502,0.4207266030470451,0.4150343211116695,0.4197220827055088,0.4198895027624327,0.4198895027624323,0.4284279256654951,0.4203917629332009,0.4294324460070327,0.4314414866901067,0.4257492047547316,0.423405323957811,0.4205591829901235,0.4282605056085729,0.4269211451531898,0.428355957767724,0.4330985915492961,0.4307511737089207,0.4121395036887998
GCF_000026045.1, 47.90 ℃,GCF_000026045.1,Natronomonas pharaonis DSM 2160,0.6417528507027314,0.5722339675828075,0.5998355649518501,0.5879727507634523,0.601127554615932,0.6172186986140527,0.6284942447733199,0.6465821000704792,0.6485788113695168,0.6402396053558908,0.6536293164200205,0.6451726568005702,0.6490486257928171,0.6506929762743779,0.6538642236316717,0.6564482029598376,0.641766502231625,0.6378905332393756,0.6414141414141465,0.6513976979093317,0.6456424712238733,0.650223161851074,0.6461122856471742,0.6492835330044705,0.6458773784355242,0.6472868217054333,0.6443504815597904,0.6551562132957547,0.6371858116044218
GCF_009392895.1, 45.09 ℃,GCF_009392895.1,Natronorubrum aibiense,0.6283486346516007,0.5352268244575968,0.5659960552268268,0.5590532544378716,0.5669428007889554,0.5838264299802787,0.5921893491124277,0.6142800788954647,0.6224852071005913,0.6153057199211043,0.6220907297830373,0.6156213017751487,0.6157790927021719,0.6250887573964498,0.6228796844181449,0.6231163708086785,0.6257199211045343,0.6198027613412213,0.6234217171717176,0.6208964646464623,0.6290246212121209,0.6263415404040396,0.6279987373737378,0.628156565656564,0.6228693181818195,0.6310679611650483,0.6260162601626,0.6232536111768899,0.6235693424895417
GCF_000014945.1, 57.96 ℃,GCF_000014945.1,Methanothrix thermoacetophila PT,0.5481755322790443,0.4762979683972921,0.478179082016554,0.4635063957863058,0.4734762979683968,0.4825056433408588,0.5095936794582377,0.5047027840481557,0.5353649360421358,0.5402558314522183,0.5332957110609472,0.5479683972911942,0.548908954100826,0.5361173814898398,0.5490970654627527,0.547592174567342,0.5421369450714809,0.5577501881113592,0.5575620767494324,0.5566215199398018,0.5496613995485307,0.5679082016553778,0.5564334085778755,0.55323551542513,0.55624529721595,0.5573739653875075,0.5560571858540236,0.5464635063957848,0.5425131677953333
GCF_000063445.1, 47.29 ℃,GCF_000063445.1,Methanocella arvoryzae MRE50,0.5718713450292398,0.4726828231292501,0.4874574829931971,0.4482355442176855,0.4731079931972775,0.4743835034013598,0.4855442176870738,0.5142431972789118,0.5238095238095244,0.5246598639455786,0.5397534013605473,0.5345450680272117,0.5448554421768723,0.5520833333333345,0.5435799319727914,0.5505952380952414,0.5514455782312941,0.545812074829934,0.5505952380952399,0.5589923469387784,0.5572916666666695,0.5649447278911587,0.5665391156462615,0.5639553429027142,0.5598808764092769,0.5706232716443335,0.5687087853648186,0.5632844075728578,0.568389704318231
GCF_000226975.2, 46.86 ℃,GCF_000226975.2,Halobiforma lacisalsi AJ5,0.6655257152887485,0.5659500748090414,0.6035908339239302,0.6041420584297962,0.5971336325694933,0.6227261989132992,0.6368217969918839,0.6561146546972155,0.6508386487124936,0.6567446255610618,0.6586345381526043,0.6532797858099015,0.6573745964249086,0.6622568706197275,0.6583195527206833,0.6588707772265489,0.6576895818568336,0.6580045672887581,0.6554059374753891,0.6623356169777109,0.6652492322230031,0.670761477281671,0.6636743050633858,0.6647767540751205,0.6599732262382807,0.6656429640129103,0.6648555004330992,0.6651704858650237,0.6610756752500166
GCF_000009185.1, 34.62 ℃,GCF_000009185.1,Haloquadratum walsbyi DSM 16790,0.4899179418939898,0.4653717192739034,0.4617874898832252,0.467452884726558,0.493120591975952,0.4939299340964276,0.4923112498554751,0.5083824719620779,0.5001734304543899,0.5106948780205817,0.5084980922650032,0.5087293328708529,0.5097699155971785,0.5060700659035735,0.5072262689328246,0.5082668516591509,0.5075731298416007,0.5103480171118049,0.50687940802405,0.497745404092959,0.507341889235751,0.5105792577176568,0.5110417389293571,0.4964735807607817,0.5056075846918727,0.5127760434732342,0.5012722646310441,0.5042230706930473,0.5014462570866595
GCF_000015825.1, 44.09 ℃,GCF_000015825.1,Methanoculleus marisnigri JR1,0.6390497401633259,0.5023664638269101,0.5336037863421234,0.5092630155510475,0.5244083840432714,0.536443542934416,0.5505070993914817,0.5764705882352966,0.5820148749154844,0.6001352265043971,0.6021636240703188,0.6078431372549044,0.6082488167680893,0.614469235970251,0.62271805273834,0.6148749154834366,0.6221771467207601,0.6147396889790423,0.6297498309668733,0.6162271805273847,0.6329952670723502,0.6260987153482109,0.6229885057471298,0.632454361054771,0.6329952670723499,0.6285327924273184,0.6342123056119026,0.6411088573360418,0.636511156186617
GCF_000015225.1, 96.37 ℃,GCF_000015225.1,Thermofilum pendens Hrk 5,0.5865156418554477,0.5871861471861464,0.546839826839825,0.5402597402597383,0.5122077922077902,0.5329870129870103,0.5454545454545431,0.5620779220779205,0.5459740259740239,0.56225108225108,0.5721212121212105,0.5733333333333331,0.5710822510822491,0.5743722943722921,0.5670995670995641,0.5832034632034618,0.5728138528138508,0.570389610389608,0.5826839826839808,0.575757575757574,0.567445887445885,0.5707359307359287,0.585974025974024,0.586147186147186,0.5826839826839809,0.5672727272727266,0.5809523809523782,0.5851082251082236,0.5695238095238069
GCF_017352095.1, 46.70 ℃,GCF_017352095.1,Natrinema longum,0.655039745627981,0.5507205425261414,0.5899029857775339,0.5858528774606806,0.5942356597909069,0.6139210699821062,0.6294621832909545,0.6386926627107515,0.6482998963925808,0.6506546105302842,0.6465103136479246,0.6418008853725204,0.6523500047094307,0.6494301591786783,0.6530093246679903,0.64538005086183,0.6512197419233334,0.6499011020062198,0.6511255533578231,0.6502778562682515,0.6547989074126435,0.6510313647923174,0.663275878308376,0.6618630498257545,0.646039370820387,0.6612037298671981,0.6525383818404479,0.6519732504473964,0.6492319291301489
GCF_000019605.1, 88.69 ℃,GCF_000019605.1,Candidatus Korarchaeum cryptofilum OPF8,0.4942419556733672,0.5161802660313674,0.4915624379591025,0.4844153265832848,0.4919594997022035,0.4804447091522735,0.4963271788763151,0.4897756601151472,0.4814373635100255,0.4935477466746079,0.4957315862616634,0.5034742902521334,0.4993051419495732,0.5006948580504268,0.494738931903911,0.4917609688306529,0.4971213023625169,0.504069882866785,0.4844153265832832,0.4865991661703395,0.489577129243597,0.5018860432797303,0.4858050426841371,0.4981139567202698,0.4822314869962268,0.4842167957117331,0.4774667460790149,0.4947389319039104,0.4941433392892589
GCF_000015205.1, 97.37 ℃,GCF_000015205.1,Pyrobaculum islandicum DSM 4184,0.5006849730253986,0.4634032634032638,0.4265734265734266,0.4321678321678325,0.4239316239316242,0.450505050505051,0.4669774669774668,0.4727272727272734,0.4820512820512821,0.4977466977466981,0.4837606837606835,0.4968142968142963,0.5000777000776992,0.4974358974358966,0.4947940947940946,0.4902874902874897,0.4940170940170937,0.4943278943278927,0.4811188811188808,0.4887334887334893,0.4870240870240855,0.4940170940170931,0.4963480963480953,0.4909090909090911,0.4933954933954927,0.4857808857808856,0.4930037313432829,0.5038868159203974,0.4969668688754083
GCF_000385565.1, 78.65 ℃,GCF_000385565.1,Archaeoglobus sulfaticallidus PM70-1,0.4447727401369785,0.4066754501537125,0.4005270092226628,0.3850095154442997,0.3905723905723925,0.3910115649246095,0.412091933831066,0.4150197628458502,0.4221929439320753,0.416922851705461,0.4312692138779106,0.4296589079197782,0.4298052993705175,0.4214609866783788,0.4358073488508285,0.4308728763913306,0.4373169302870539,0.4292618629173995,0.4220855301698905,0.4234036321031057,0.442735793790276,0.4335090802577632,0.4256004686584664,0.4320879120879124,0.426854294928174,0.4296817715207523,0.4273353864202971,0.432468103827541,0.427963615023475
GCF_000151105.2, 87.66 ℃,GCF_000151105.2,Thermococcus barophilus MP,0.4196691480562448,0.3936678614097981,0.4044205495818412,0.3809737156511367,0.3726105137395477,0.3781362007168478,0.3802270011947445,0.4012843488649957,0.4024790919952219,0.3988948626045404,0.4039725209080064,0.4138291517323785,0.3978494623655922,0.4138291517323788,0.4099462365591408,0.4099462365591417,0.4183094384707295,0.42293906810036,0.4186081242532862,0.4148745519713266,0.4212962962962967,0.4127837514934289,0.3997909199522115,0.4129330943847076,0.4189068100358432,0.4149111011504565,0.4249215598386379,0.4120723143582851,0.411624084864785
GCF_033472595.1, 51.73 ℃,GCF_033472595.1,Methanoculleus receptaculi,0.6047539770625231,0.4873949579831943,0.5173834239578168,0.4974460372384238,0.5116164112703901,0.5191959136595808,0.5360026363486563,0.5577525127698132,0.5648376997857957,0.5701103971000167,0.579502389190971,0.5842807711319814,0.5864228044158848,0.5915307299390355,0.5877409787444386,0.5874114351622997,0.5954852529246989,0.5959795682979084,0.6007579502389179,0.592025045312242,0.5951557093425611,0.5964738836711161,0.5930136760586576,0.5954852529247,0.5991102323282258,0.5916955017301043,0.5968034272532551,0.607843137254903,0.6117976602405669
GCF_000018305.1, 94.69 ℃,GCF_000018305.1,Caldivirga maquilingensis IC-167,0.4423056583818086,0.467286669929842,0.3865230869636168,0.4212759014521131,0.4056126611192699,0.4176864088758366,0.4268232990699963,0.420133790177844,0.4346549192364168,0.4439549681840438,0.4441181269375105,0.4416707456355038,0.4446076031979113,0.4530918583782017,0.442649698156307,0.4442812856909776,0.4457497144721819,0.4495023658019259,0.4302496328928055,0.4434654919236417,0.4470549844999186,0.4393865230869635,0.4398759993473659,0.4405286343612339,0.4343286017294825,0.4292706803720021,0.4312285854136086,0.4359601892641547,0.442160221895905
GCF_000016605.1, 83.69 ℃,GCF_000016605.1,Metallosphaera sedula DSM 5348,0.4764524071454764,0.3974522292993648,0.4133050247699945,0.4009907997169157,0.4046709129511698,0.4181174805378649,0.4266100495399875,0.4482661004954001,0.4430290162774243,0.4506723283793356,0.4632696390658177,0.4537862703467797,0.4644019815994342,0.4653927813163487,0.4526539278131636,0.4694975230007076,0.4649681528662423,0.4685067232837937,0.4663835810332625,0.4687898089171967,0.4610049539985841,0.4706298655343243,0.4563340410474176,0.4629865534324125,0.4584571832979483,0.4653927813163485,0.4717622080679403,0.4697806086341113,0.466666666666666
GCF_000015945.1, 84.78 ℃,GCF_000015945.1,Staphylothermus marinus F1,0.3633452487339886,0.4026422764227647,0.3465447154471534,0.3351626016260148,0.3302845528455273,0.3284552845528436,0.3284552845528439,0.3376016260162592,0.335569105691056,0.347357723577235,0.3424796747967472,0.3670731707317076,0.3565040650406496,0.3536585365853649,0.3550813008130078,0.3632113821138207,0.3654471544715443,0.3483739837398367,0.3626016260162604,0.3548780487804874,0.3516260162601622,0.349593495934959,0.3420731707317062,0.344512195121951,0.3573170731707308,0.3638211382113818,0.357926829268293,0.3583333333333326,0.3603658536585366
GCF_000016125.1, 42.90 ℃,GCF_000016125.1,Methanococcus maripaludis C5,0.3395997893628225,0.2871657754010685,0.2737967914438487,0.2848484848484836,0.2971479500891253,0.2909090909090899,0.3049910873440281,0.332085561497327,0.3390374331550803,0.3376114081996431,0.356327985739751,0.3413547237076647,0.3352941176470587,0.3376114081996441,0.3329768270944745,0.3467023172905528,0.348128342245989,0.3534759358288773,0.3486631016042787,0.3386809269162219,0.3581105169340473,0.3402852049910876,0.3429590017825313,0.3452762923351163,0.3508021390374339,0.3304812834224603,0.3406417112299462,0.3408199643493766,0.3493761140819969
GCF_000017165.1, 46.09 ℃,GCF_000017165.1,Methanococcus vannielii SB,0.3233525271912987,0.2786473429951676,0.2589371980676316,0.2711111111111093,0.2952657004830898,0.2711111111111094,0.2819323671497573,0.324057971014492,0.321932367149757,0.3279227053140093,0.3296618357487919,0.3259903381642507,0.3201932367149751,0.318260869565217,0.3149758454106274,0.3203864734299507,0.3333333333333324,0.3329468599033811,0.3333333333333324,0.3242512077294677,0.3300483091787434,0.3228985507246367,0.321159420289854,0.3230917874396134,0.3288888888888884,0.313043478260868,0.3275362318840576,0.3288888888888882,0.3294685990338152
GCF_000281695.1, 44.19 ℃,GCF_000281695.1,Natrinema sp. J7-2,0.6514334181509754,0.5546397234778011,0.5950545067801161,0.5823805725427674,0.5942568465833566,0.6048036869626902,0.6319241336523986,0.6382167863156976,0.6515997518390493,0.6351147744394231,0.6499158025347875,0.6492067712487812,0.6484091110520263,0.6435345209607396,0.6408756536382187,0.6426418439716317,0.6475126363394534,0.6451183825485506,0.6487541012680683,0.6491974815997171,0.652389819987586,0.6498182140640264,0.6562028908397619,0.654961425911147,0.6527445242529047,0.6548727498448167,0.6509710029263106,0.6509710029263102,0.6489314534007299
GCF_000015765.1, 41.96 ℃,GCF_000015765.1,Methanocorpusculum labreanum Z,0.5192511931168918,0.400516795865634,0.4058693244739763,0.3962716869693625,0.4215577703949795,0.4246954595791811,0.4536729420450356,0.4627168696936128,0.4809892949427828,0.4959394610557394,0.4985234403839055,0.5175341454411212,0.503875968992248,0.4880029531192316,0.4998154300479879,0.5103359173126613,0.5055370985603532,0.5060908084163884,0.489848652639349,0.5095976375046127,0.513104466592838,0.5110741971207078,0.5014765596160943,0.5088593576965672,0.5086747877445548,0.5103359173126611,0.5114433370247322,0.515134736064967,0.4937246216315973
GCF_000015805.1, 105.31 ℃,GCF_000015805.1,Pyrobaculum calidifontis JCM 11548,0.5843517138599106,0.518762826150689,0.507475813544415,0.5146584579302251,0.4988273233655821,0.5168572266197584,0.5372324831427733,0.5466138962181167,0.5727059513339189,0.5693345060099683,0.5671357373204342,0.5816476106713585,0.5757842274992655,0.5741717971269413,0.5580474934036921,0.5728525359132225,0.5700674289064783,0.5781295807681033,0.5577543242450892,0.5790090882439181,0.569187921430665,0.5710935209615946,0.58120785693345,0.5769569041336851,0.5854588097332164,0.5794488419818236,0.5825271181471716,0.5875109938434482,0.5863383172090288
GCF_000015145.1, 100.53 ℃,GCF_000015145.1,Hyperthermus butylicus DSM 5456,0.5403943341163072,0.6080751173708893,0.5545539906103266,0.5404694835680742,0.5415962441314539,0.5479812206572756,0.5147417840375585,0.519436619718309,0.5269483568075106,0.5361502347417826,0.5337089201877929,0.5353990610328618,0.5382159624413149,0.5205633802816897,0.5301408450704214,0.523943661971831,0.534084507042252,0.5318309859154928,0.5447887323943655,0.5466666666666643,0.5372769953051633,0.5357746478873228,0.5397183098591538,0.5393427230046934,0.5382159624413133,0.5462910798122054,0.5476056338028149,0.5338967136150232,0.5304396843291989
GCF_000022205.1, 44.73 ℃,GCF_000022205.1,Halorubrum lacusprofundi ATCC 49239,0.6565181518151815,0.5575473432616316,0.5847582276153759,0.5964331678617425,0.5940430226144553,0.6132561132561167,0.6376172090457831,0.6447876447876483,0.6507630079058679,0.6427652141937886,0.6501195072623674,0.6473616473616522,0.6553594410737295,0.6549917264203019,0.6547159404302287,0.656462585034018,0.65205000919287,0.6646442360728128,0.6491082919654388,0.6619783048354523,0.6600478029049479,0.6548997977569442,0.6613348041919499,0.6638160919540266,0.6542494481236234,0.6654706044714342,0.6531419633820996,0.6606863556905007,0.6544300303615821
GCF_000017185.1, 57.48 ℃,GCF_000017185.1,Methanococcus aeolicus Nankai-3,0.3190430774121761,0.2602799650043734,0.2290026246719154,0.2357830271216091,0.2528433945756773,0.2502187226596669,0.2703412073490805,0.2952755905511805,0.2874015748031488,0.3145231846019233,0.3068678915135596,0.2941819772528427,0.3140857392825885,0.3147419072615911,0.302930883639544,0.3103674540682403,0.3088363954505679,0.3081802274715649,0.3206474190726145,0.3040244969378818,0.3127734033245832,0.3127734033245831,0.3112423447069104,0.334645669291337,0.3118985126859134,0.2987751531058603,0.3147419072615913,0.302930883639544,0.3070866141732263
GCF_000022485.1, 82.92 ℃,GCF_000022485.1,Sulfolobus islandicus Y.N.15.51,0.3591418741145517,0.3468919482686714,0.3328118481435147,0.3407384230287875,0.3274926992073456,0.3313516896120179,0.347934918648311,0.3572173550271177,0.3499165623696297,0.3602419691280759,0.3596161869002929,0.346579057154778,0.3528368794326246,0.3586775135586151,0.3593032957864001,0.3568001668752622,0.3513767209011264,0.3447017104714235,0.3496036712557376,0.35826032540676,0.3575302461410112,0.3525239883187333,0.3619286161552918,0.3625547902316854,0.3488833228971003,0.3463786265915272,0.356613425200962,0.3463868003341704,0.3568295739348379
GCF_000016525.1, 37.30 ℃,GCF_000016525.1,Methanobrevibacter smithii ATCC 35061,0.3290827275874005,0.2561205273069661,0.2293785310734448,0.2419962335216559,0.2553672316384161,0.2451977401129928,0.2774011299435014,0.3028248587570609,0.3050847457627113,0.2986817325800363,0.3037664783427487,0.3075329566854982,0.3037664783427482,0.3241054613935962,0.3167608286252347,0.3020715630885107,0.331638418079096,0.3209039548022584,0.313925004710759,0.3137365743357819,0.3158093084605231,0.3340870548332388,0.328434143583945,0.322027510834746,0.3154324477105701,0.3210853589598639,0.3107216883361589,0.319954776710005,0.3035613340870532
GCF_000024305.1, 82.54 ℃,GCF_000024305.1,Sulfolobus islandicus L.D.8.5,0.3582680481846517,0.3489822718319134,0.3404464871963275,0.3420879842416317,0.3274239439702376,0.331472970015324,0.3446049463777658,0.3504049026045103,0.3504049026045097,0.3566425913766708,0.3504049026045108,0.3450426789231809,0.3447143795141195,0.3578463558765612,0.3531407310133528,0.3523746990588769,0.3481068067410831,0.3490917049682664,0.3497483037863892,0.3559859925585488,0.3581746552856228,0.3511709345589868,0.3615670825125855,0.3609104836944643,0.347450207922961,0.3508426351499262,0.3595972860582205,0.3434044882320781,0.3566502463054208
GCF_000022445.1, 79.78 ℃,GCF_000022445.1,Sulfolobus islandicus M.16.4,0.3567856177345228,0.3352313167259821,0.3310794780545708,0.3303677342823279,0.3217081850533835,0.3213523131672625,0.3424673784104418,0.3411625148279976,0.3542111506524343,0.353024911032032,0.3443653618030867,0.3466192170818537,0.3431791221826836,0.3533807829181524,0.3478054567022569,0.3467378410438931,0.3440094899169664,0.34887307236062,0.347212336892055,0.3559905100830392,0.3483985765124581,0.3475682087781759,0.356465005931201,0.3575326215895637,0.3460260972716509,0.3467426130295515,0.3520892687559379,0.3423551756885117,0.3549459684123055
GCF_000022405.1, 80.31 ℃,GCF_000022405.1,Sulfolobus islandicus M.14.25,0.357819589004537,0.339633648349088,0.3355501108388794,0.3327499708318777,0.3203826858009594,0.3216660833041683,0.3458172908645464,0.3475673783689207,0.353401003383505,0.3573678683934231,0.3527009683817551,0.3472173608680466,0.3443005483607543,0.3518842608797138,0.3432504958581294,0.3469840158674621,0.3494341383735884,0.3502508458756305,0.349317465873297,0.3546844008867134,0.3565511608913808,0.3478007233695047,0.3601680084004231,0.3626181309065481,0.3478007233695038,0.3476890756302557,0.3536414565826362,0.3404553415061324,0.3591360186806798
GCF_000022425.1, 79.99 ℃,GCF_000022425.1,Sulfolobus islandicus M.16.27,0.357355946944988,0.3404646882907787,0.3358638141246881,0.3294225902921582,0.3183804922935387,0.3267770876466563,0.344720496894413,0.3470209339774582,0.3517368299977018,0.3574879227053175,0.3470209339774581,0.3480561306648296,0.3402346445824735,0.3516218081435504,0.3435702783528899,0.3459857372900876,0.348286174373134,0.3498964803312661,0.3531170922475302,0.3546123763515089,0.3505866114561797,0.3467908902691542,0.3587531631009914,0.3608235564757328,0.347020933977458,0.3485162180814391,0.3534621578099873,0.3418449505406058,0.3593282723717536
GCF_000022385.1, 81.71 ℃,GCF_000022385.1,Sulfolobus islandicus L.S.2.15,0.3565254381487153,0.3424432005268386,0.3357479969267965,0.3396992646251814,0.330589397431679,0.3320162441005406,0.3449676215563629,0.3499067061793453,0.3477115574580193,0.3534189441334676,0.3500164636154118,0.3489188892547495,0.3499067061793455,0.3559433651629917,0.3504554933596772,0.3527603995170693,0.3467237405334236,0.3530896718252682,0.3447481066842309,0.3578092415761186,0.3518823400285395,0.3452968938645617,0.3567116672154549,0.3601141477335109,0.3483701020744179,0.3516628251564065,0.3570409395236547,0.3394817742643868,0.3557386051620012
GCF_000018465.1, 35.65 ℃,GCF_000018465.1,Nitrosopumilus maritimus SCM1,0.3460036607687614,0.3530735930735937,0.2945454545454531,0.3160173160173157,0.3206926406926401,0.3217316017316018,0.3220779220779223,0.3397402597402599,0.3215584415584415,0.3468398268398267,0.3378354978354975,0.3527272727272728,0.3452813852813858,0.3418181818181827,0.3414718614718618,0.3473593073593079,0.3437229437229437,0.3378354978354975,0.3480519480519489,0.3477056277056285,0.3416450216450221,0.3490909090909103,0.3449350649350651,0.3527272727272732,0.338874458874459,0.3554978354978357,0.3390476190476199,0.3477056277056274,0.3425108225108239
GCF_000022465.1, 82.76 ℃,GCF_000022465.1,Sulfolobus islandicus Y.G.57.14,0.3594247560349255,0.3477483517711511,0.3344507766230903,0.3428316012962374,0.3276343725555957,0.3294222818192006,0.3473013744552493,0.3543412671806922,0.3480835847580754,0.3574701083920019,0.3547882444965941,0.3424963683093115,0.3522181249301617,0.3555704547994218,0.3530003352329893,0.3517711476142607,0.3487540507319284,0.3433903229411144,0.3484188177450028,0.3524416135881131,0.357358364063026,0.350877192982459,0.3574701083920008,0.3614929042351121,0.3497652582159649,0.3448468589313695,0.3599374021909253,0.346080733534611,0.3549144582354945
