"Species_Accession","Species","GC3_core","The_mean_GC3_of_the_first_10_codons","Difference_between_core_and_first_10_codons_GC3","Linear_Regression_slope","Difference_First_and_second_codons_GC3","Maximum_GC3_difference_to_core","Where_max_difference","Max_Deviation_From_Core_GC3"
"GCF_000023965.1","Halomicrobium_mukohataei_DSM_12286","0.85895390070922","0.736666666666667","0.122287234042553","0.00530570319360503","-0.087905604719764","0.260428826962907","2","-0.260428826962907"
"GCF_029633915.1","Methanomicrobium_antiquum","0.329936507936508","0.288029386343993","0.0419071215925148","0.00243976972702273","-0.020743301642178","0.0823133445830075","2","-0.0823133445830075"
"GCF_000020905.1","Desulfurococcus_amylolyticus_1221n","0.490018243419338","0.458154059680777","0.0318641837385607","0.00126985845309317","-0.0409437890353922","0.0632312899148272","8","-0.0632312899148272"
"GCF_000023945.1","Halorhabdus_utahensis_DSM_12940","0.799496252610886","0.693718843469591","0.105777409141295","0.00500126229698647","-0.0820870721169823","0.250476644767749","2","-0.250476644767749"
"GCF_000021965.1","Methanosphaerula_palustris_E1-9c","0.704993909866017","0.552676056338028","0.152317853527989","0.00621563609146154","-0.026056338028169","0.235979825358975","2","-0.235979825358975"
"GCF_000306765.2","Haloferax_mediterranei_ATCC_33500","0.749496124031008","0.657862122385747","0.0916340016452603","0.00395225463115917","-0.0870126516911954","0.209604567098397","2","-0.209604567098397"
"GCF_000969885.1","Methanosarcina_thermophila_TM-1","0.418421417672354","0.345298833819242","0.073122583853112","0.00339256286850345","-0.0597667638483966","0.140724624669439","2","-0.140724624669439"
"GCF_946463545.1","Methanothermococcus_thermolithotrophicus_DSM_2095","0.267385620915033","0.245600475624257","0.0217851452907758","0.00121225791211838","0.0154577883472057","0.0485984627699673","4","-0.0485984627699673"
"GCF_019175345.1","Saccharolobus_shibatae_B12","0.313181707018831","0.306274131274131","0.00690757574469975","0.000209763408928776","-0.0402187902187902","0.0303631742002982","5","-0.0303631742002982"
"GCF_000246985.2","Thermococcus_litoralis_DSM_5473","0.45402613187481","0.432805521721478","0.0212206101533322","9.25325794417173e-05","0.00203004466098261","0.0467991728817122","6","-0.0467991728817122"
"GCF_000018365.1","Thermococcus_onnurineus_NA1","0.653877029739099","0.586783042394015","0.0670939873450836","0.00156827050326114","-0.0259351620947631","0.0887897479435874","4","-0.0887897479435874"
"GCF_000215995.1","Pyrococcus_yayanosii_CH1","0.643915343915344","0.61236074270557","0.0315546012097736","0.000638294894147419","-0.0312997347480106","0.0497508876819222","7","-0.0497508876819222"
"GCF_013388255.1","Methanolobus_zinderi","0.474129560271882","0.360030222893842","0.11409933737804","0.00481822404107548","-0.0313562523611636","0.181723062349706","2","-0.181723062349706"
"GCF_000025325.1","Haloterrigena_turkmenica_DSM_5511","0.846866623197856","0.705013394565633","0.141853228632222","0.00627859590590157","-0.0885954841178721","0.276449478153845","2","-0.276449478153845"
"GCF_000025865.1","Methanohalophilus_mahii_DSM_5219","0.413931718061674","0.331537320810677","0.0823943972509968","0.0042894336117269","-0.0430054374691053","0.14354120891684","2","-0.14354120891684"
"GCF_000025625.1","Natrialba_magadii_ATCC_43099","0.764268585131894","0.658754770992366","0.105513814139528","0.00432061476753994","-0.10138358778626","0.233972783605177","2","-0.233972783605177"
"GCF_020614395.1","Salarchaeum_japonicum","0.904605263157895","0.792550702028081","0.112054561129814","0.00565324933453652","-0.128705148205928","0.291500738976928","2","-0.291500738976928"
"GCF_039641995.1","Geoglobus_acetivorans","0.531179971988796","0.478496102705181","0.0526838692836144","0.00149969252328678","-0.0398899587345254","0.090556404817773","5","-0.090556404817773"
"GCF_000148385.1","Vulcanisaeta_distributa_DSM_14429","0.513318934485241","0.472308303535955","0.0410106309492856","0.00124715141244286","-0.0262216924910608","0.0727150409612046","7","-0.0727150409612046"
"GCF_000025285.1","Archaeoglobus_profundus_DSM_5631","0.442164179104478","0.445720476706392","-0.00355629760191462","-0.000427285375368385","-0.0151679306608885","0.0448347374719038","3","0.0448347374719038"
"GCF_000092305.1","Methanocaldococcus_infernus_ME","0.290376464722014","0.270547945205479","0.019828519516535","0.000376535142948196","-0.0678082191780822","0.043801122256261","2","-0.043801122256261"
"GCF_000023985.1","Methanocaldococcus_fervens_AG86","0.253596550941684","0.238589981447124","0.0150065694945594","0.000103859156626436","-0.0451453308596166","0.0321989009726052","7","-0.0321989009726052"
"GCF_000024625.1","Methanocaldococcus_vulcanius_M7","0.254411764705882","0.25316091954023","0.00125084516565244","-3.75203589164599e-05","-0.0339080459770115","0.0375422582826234","3","0.0375422582826234"
"GCF_000517445.1","Thermococcus_paralvinellae","0.383058135534916","0.3718779342723","0.0111802012626152","-0.000343471172628336","-0.0309859154929578","0.0431520322485307","6","-0.0431520322485307"
"GCF_001971705.1","Natronorubrum_daqingense","0.775751222921034","0.66102330565229","0.114727917268744","0.00501084219944017","-0.0602732386820253","0.218826497499122","2","-0.218826497499122"
"GCF_000025505.1","Ferroglobus_placidus_DSM_10642","0.496891651865009","0.482005441119316","0.0148862107456929","0.000363775455405092","0.0155460551884959","0.0347851613869677","6","-0.0347851613869677"
"GCF_000092465.1","Staphylothermus_hellenicus_DSM_12710","0.303701196118258","0.303534430225472","0.00016676589278547","-0.00056758876462422","0.00670322973796472","0.0418198276477387","2","0.0418198276477387"
"GCF_000022365.1","Thermococcus_gammatolerans_EJ3","0.698007429922324","0.637465564738292","0.0605418651840316","0.00183019425945806","0.00734618916437102","0.0846006346973465","4","-0.0846006346973465"
"GCF_000327485.1","Methanoregula_formicica_SMSP","0.701345468935497","0.58536500174642","0.115980467189077","0.00495094179103055","-0.0345791128187216","0.197328703305039","2","-0.197328703305039"
"GCF_000022545.1","Thermococcus_sibiricus_MM_739","0.372633517495396","0.36005","0.012583517495396","5.83099728746565e-05","0.0115","0.042633517495396","6","-0.042633517495396"
"GCF_003201765.2","Acidianus_sulfidivorans_JP7","0.209795597484277","0.218209474141678","-0.00841387665740076","-0.000383779299777887","-0.0352020860495437","0.0418341287217206","3","0.0418341287217206"
"GCF_000092185.1","Thermosphaera_aggregans_DSM_11486","0.536180124223603","0.482173295454545","0.054006828769057","0.0019117298087969","-0.0106534090909091","0.084475578769057","6","-0.084475578769057"
"GCF_003990725.2","Halorubrum_sp._PV6","0.87364823629928","0.758428805237316","0.115219431061964","0.00510886830570554","-0.062847790507365","0.236987025169984","2","-0.236987025169984"
"GCF_000223905.1","Haloarcula_hispanica_ATCC_33960","0.801722478829869","0.677946866133608","0.123775612696261","0.0051972669364045","-0.112716017539335","0.272447266036472","2","-0.272447266036472"
"GCF_000024185.1","Methanobrevibacter_ruminantium_M1","0.326573193123018","0.198426258992806","0.128146934130212","0.00467981876619693","-0.0337230215827338","0.180440099597838","2","-0.180440099597838"
"GCF_000828535.1","Methanococcus_maripaludis_KA1","0.249427874695179","0.243053435114504","0.00637443958067535","0.000768783294878789","-0.0203562340966921","0.0519724039572657","2","-0.0519724039572657"
"GCF_000828555.1","Methanococcus_maripaludis_OS7","0.249560878243513","0.245178764897075","0.00438211334643823","0.000705969619354405","-0.0222101841820152","0.0507526442240114","2","-0.0507526442240114"
"GCF_000025525.1","Methanocaldococcus_sp._FS406-22","0.252152152152152","0.253459459459459","-0.00130730730730733","-5.65195737609521e-05","-0.0816216216216216","0.0591991991991992","3","0.0591991991991992"
"GCF_000196655.1","Methanohalobium_evestigatum_Z-7303","0.304956452889944","0.270182724252492","0.0347737286374528","0.00179856686660003","-0.0519102990033223","0.0703219013949279","2","-0.0703219013949279"
"GCF_000179575.2","Methanothermococcus_okinawensis_IH1","0.229208472686734","0.206231094978826","0.0229773777079072","0.00118631645327909","-0.0514216575922565","0.0586095616159532","2","-0.0586095616159532"
"GCF_003856835.1","Haloplanus_aerogenes","0.8571072319202","0.756736609607951","0.100370622312248","0.00428473416643901","-0.086416344561016","0.213540141914678","2","-0.213540141914678"
"GCF_018200015.1","Haloarcula_sinaiiensis_ATCC_33800","0.755017876444666","0.653277789958343","0.101740086486324","0.00426684624795083","-0.107871080903311","0.24087624083844","2","-0.24087624083844"
"GCF_000144915.1","Acidilobus_saccharovorans_345-15","0.741438848920863","0.679492317969272","0.0619465309515914","0.00228340931310353","-0.00400801603206413","0.0767761902702288","2","-0.0767761902702288"
"GCF_000327505.1","Aciduliprofundum_sp._MAR08-339","0.484248554913295","0.455337262606418","0.028911292306877","0.00173244992658789","-0.0432220039292731","0.0651260925688285","2","-0.0651260925688285"
"GCF_000217995.1","Methanosalsum_zhilinae_DSM_4017","0.344221378187737","0.283259039128281","0.0609623390594561","0.00295153403500593","-0.00148588410104011","0.0926116704116106","2","-0.0926116704116106"
"GCF_000147875.1","Methanolacinia_petrolearia_DSM_11571","0.56023231532237","0.425035612535613","0.135196702786758","0.00577481874095705","-0.0324074074074075","0.205887585977641","2","-0.205887585977641"
"GCF_023167465.1","Methanothermobacter_tenebrarum","0.423891569032851","0.372375690607735","0.0515158784251161","0.00223303258757714","0.00736648250460403","0.0782807648585108","5","-0.0782807648585108"
"GCF_000194625.1","Archaeoglobus_veneficus_SNP6","0.537504437344693","0.500046663555763","0.0374577737889299","0.000675613318068478","-0.0214652356509566","0.0890676664627517","4","-0.0890676664627517"
"GCF_000223395.1","Pyrolobus_fumarii_1A","0.618850444318397","0.597595907928389","0.0212545363900078","0.000333850720268739","0.0107416879795397","0.0423798560831026","9","-0.0423798560831026"
"GCF_000328685.1","Natronococcus_occultus_SP4","0.849348132487667","0.726888217522659","0.122459914965009","0.0056305579218213","-0.0901696490820358","0.258365097395871","2","-0.258365097395871"
"GCF_000813245.1","Thermofilum_adornatum_1505","0.519617037905432","0.442436974789916","0.0771800631155158","0.00301670110175291","-0.00682773109243695","0.109953172359213","4","-0.109953172359213"
"GCF_004799685.1","Halobellus_limi","0.867999596081995","0.746306895611883","0.121692700470112","0.00559267279334265","-0.0607795039520306","0.25393581848592","2","-0.25393581848592"
"GCF_030296735.1","Methanobacterium_petrolearium","0.362382399768418","0.304557538928978","0.0578248608394397","0.00237016314397936","-0.00911507785795668","0.100703706262911","2","-0.100703706262911"
"GCF_030296715.1","Methanobacterium_ferruginis","0.35083065380493","0.295799216803133","0.0550314370017975","0.00227716523342098","-0.00391598433606261","0.0945116790808292","2","-0.0945116790808292"
"GCF_025998175.1","Nitrosopumilus_zosterae","0.238154897494305","0.225478927203065","0.0126759702912401","0.000460393523813588","0.00670498084291191","0.0379633266130792","3","-0.0379633266130792"
"GCF_002156705.1","Natrarchaeobaculum_aegyptiacum","0.823130657221566","0.710276679841897","0.112853977379669","0.00499484280087882","-0.0827404479578392","0.231826309395479","2","-0.231826309395479"
"GCF_002906575.1","Salinigranum_rubrum","0.854420241036006","0.75234297108674","0.102077269949266","0.0046874677820514","-0.0713858424725822","0.217730310826634","2","-0.217730310826634"
"GCF_000186365.1","Desulfurococcus_mucosus_DSM_2162","0.64307774227902","0.58902706656913","0.0540506757098907","0.0019741268794476","-0.0614484272128749","0.0768743772461015","9","-0.0768743772461015"
"GCF_000237865.1","Haloquadratum_walsbyi_C23","0.418695708544017","0.443160377358491","-0.024464668814474","1.49571826443665e-05","-0.0192048517520216","0.0530024046635306","8","0.0530024046635306"
"GCF_000231015.2","Desulfurococcus_amylolyticus_DSM_16532","0.478721804511278","0.444839142091153","0.0338826624201254","0.00146282341705238","-0.0408847184986595","0.0685341369509565","11","-0.0685341369509565"
"GCF_000253055.1","Thermoproteus_tenax_Kra_1","0.693401654081266","0.630057803468208","0.0633438506130577","0.00260139945001706","0.056840077071291","0.0999527138115163","4","-0.0999527138115163"
"GCF_000196895.1","Halalkalicoccus_jeotgali_B3","0.800869909054962","0.714363213639886","0.0865066954150762","0.00424663188020502","-0.0485662619478171","0.186816692831764","2","-0.186816692831764"
"GCF_001027005.1","Methanosarcina_barkeri_CM1","0.394675419401896","0.333324475152804","0.0613509442490928","0.00276246793305584","-0.0191336699441935","0.101558225673488","2","-0.101558225673488"
"GCF_000217715.1","Halopiger_xanaduensis_SH-6","0.864626209322779","0.730086630765629","0.134539578557151","0.00606285937228074","-0.0920159213298993","0.261722907988197","2","-0.261722907988197"
"GCF_000517625.1","Halostagnicola_larsenii_XH-48","0.773734827264239","0.649851632047478","0.123883195216761","0.00554610747058126","-0.04648862512364","0.235406439529323","2","-0.235406439529323"
"GCF_000328525.1","Halovivax_ruber_XH-70","0.821059570897759","0.717962724935733","0.103096845962026","0.00451238737717409","-0.0784061696658098","0.222730522054571","2","-0.222730522054571"
"GCF_000230735.2","Natrinema_pellirubrum_DSM_15624","0.825816566501176","0.713825098585015","0.111991467916161","0.00490592093483071","-0.101600556715379","0.25355954956775","2","-0.25355954956775"
"GCF_000230715.2","Natronobacterium_gregoryi_SP2","0.784470515591232","0.683049932523617","0.101420583067615","0.00436800703312803","-0.0747638326585695","0.210381446765321","2","-0.210381446765321"
"GCF_000828575.1","Methanothermobacter_sp._CaT2","0.581145194274029","0.447282913165266","0.133862281108763","0.00533070407966291","-0.00392156862745091","0.164338471584953","2","-0.164338471584953"
"GCF_000328665.1","Methanomethylovorans_hollandica_DSM_15978","0.418104687949382","0.34774706550549","0.0703576224438913","0.00311901423819742","0.00833017796289287","0.101557925359454","4","-0.101557925359454"
"GCF_000214725.1","Methanobacterium_paludis","0.330597817734747","0.275799835931091","0.0547979818036562","0.00211611809625963","-0.0283018867924528","0.0976199670374543","2","-0.0976199670374543"
"GCF_013415905.1","Halosimplex_pelagicum","0.881268115942029","0.774840209180709","0.10642790676132","0.00508560151406913","-0.103621925237265","0.246753298975149","2","-0.246753298975149"
"GCF_023204835.1","Salinarchaeum_laminariae","0.82884328358209","0.750382440971068","0.078460842611022","0.00379994209770615","-0.0475557033588294","0.171044813345974","2","-0.171044813345974"
"GCF_013415885.1","Halosimplex_rubrum","0.89501644320769","0.786898876404494","0.108117566803196","0.00507839982660735","-0.0964044943820225","0.243331049949263","2","-0.243331049949263"
"GCF_000191585.1","Methanobacterium_lacus","0.330783882783883","0.26838351822504","0.0624003645588432","0.0019135216984913","0.0110935023771791","0.0986127258900635","4","-0.0986127258900635"
"GCF_000214415.1","Methanotorris_igneus_Kol_5","0.270250458155162","0.263711453744493","0.00653900441066846","0.000262811041464173","-0.0512114537444934","0.0403222290695078","3","0.0403222290695078"
"GCF_000698785.1","Nitrososphaera_viennensis_EN76","0.678698064690757","0.562011552837241","0.116686511853516","0.00497158953806872","0.0146109412164458","0.164596807470233","3","-0.164596807470233"
"GCF_000189575.1","Sulfolobus_islandicus_HVE10/4","0.305853913497975","0.301238390092879","0.00461552340509541","0.000232822049701115","-0.0626074991400069","0.0340960875605821","2","-0.0340960875605821"
"GCF_000189555.1","Sulfolobus_islandicus_REY15A","0.307942386831276","0.301013758146271","0.00692862868500493","0.000264055656027868","-0.054670528602462","0.0345897438189658","2","-0.0345897438189658"
"GCF_000213215.1","Acidianus_hospitalis_W1","0.273314737331474","0.275898264029067","-0.00258352669759371","-0.000328577774613691","-0.0472345579329835","0.0448120289180217","3","0.0448120289180217"
"GCF_000243255.1","Methanoplanus_limicola_DSM_2279","0.420424037134613","0.348155403199478","0.0722686339351353","0.0030909981877677","0.0117531831537708","0.138021164134287","3","-0.138021164134287"
"GCF_001481685.1","Ignicoccus_islandicus_DSM_13165","0.48454925079833","0.460521042084168","0.0240282087141613","0.000480824768825471","-0.0120240480961924","0.0463394979593183","10","-0.0463394979593183"
"GCF_000190315.1","Vulcanisaeta_moutnovskia_768-28","0.442082397003745","0.410551751913008","0.0315306450907368","0.00121433210474778","-0.0181232380185259","0.0618971372373337","6","-0.0618971372373337"
"GCF_000204415.1","Methanothrix_soehngenii_GP6","0.6203081232493","0.51801921165949","0.10228891158981","0.00423989393162058","-0.0221927790659158","0.173471422354964","4","-0.173471422354964"
"GCF_000193375.1","Thermoproteus_uzoniensis_768-20","0.802957674655788","0.723419736243747","0.0795379384120408","0.0030523608034251","0.0127330604820373","0.12446745182723","4","-0.12446745182723"
"GCF_963677065.1","uncultured_Methanoregula_sp.","0.683004385964912","0.551986863711002","0.131017522253911","0.00536083095766713","-0.0499178981937602","0.218308162647999","2","-0.218308162647999"
"GCF_000204925.1","Metallosphaera_cuprina_Ar-4","0.45280303030303","0.400934094447327","0.0518689358557028","0.00237632199711007","-0.0238713025428127","0.088506195845324","4","-0.088506195845324"
"GCF_020700235.1","Haladaptatus_pallidirubidus","0.676760433903291","0.588636712160712","0.0881237217425794","0.00358506193022567","-0.0552062567090937","0.167789417188063","2","-0.167789417188063"
"GCF_019823105.1","Halobaculum_magnesiiphilum","0.893530701754386","0.79876741693462","0.0947632848197665","0.00467914674974809","-0.045016077170418","0.201944420939809","2","-0.201944420939809"
"GCF_000340315.1","Sulfolobus_acidocaldarius_N8","0.335103963612736","0.308003518029903","0.0271004455828323","0.000652442592953123","-0.0268249780123131","0.0409087129531049","8","-0.0409087129531049"
"GCF_000338775.1","Sulfolobus_acidocaldarius_Ron12/I","0.336630036630037","0.308358466178371","0.0282715704516652","0.000711843841455935","-0.02154243860405","0.0402060814383089","5","-0.0402060814383089"
"GCF_000470655.1","Halorhabdus_tiamatea_SARL4B","0.801805356288857","0.7","0.101805356288857","0.00471672734813124","-0.0601910828025477","0.220595165206054","2","-0.220595165206054"
"GCF_025244945.1","Nitrososphaera_viennensis","0.678248472505092","0.562720488466757","0.115527984038335","0.00485447572949698","0.0210312075983718","0.170107359886367","3","-0.170107359886367"
"GCF_000251105.1","Methanocella_conradii_HZ254","0.693978021978022","0.567818831942789","0.126159190035233","0.00590293007206332","-0.0389352403655144","0.200930743471864","2","-0.200930743471864"
"GCF_000221185.1","Thermococcus_sp._4557","0.766339531680441","0.649529190207156","0.116810341473285","0.00401117684525292","-0.013653483992467","0.165115426219047","4","-0.165115426219047"
"GCF_024300825.1","Natronomonas_gomsonensis","0.799689109103274","0.710784058348528","0.0889050507547458","0.00415544519853469","-0.0864808543891638","0.205784446430703","2","-0.205784446430703"
"GCF_002355635.1","Halopenitus_persicus","0.863738156761413","0.761906343407506","0.101831813353907","0.0046554522688261","-0.0454998339422119","0.205817200268553","2","-0.205817200268553"
"GCF_000220645.1","Methanococcus_maripaludis_X1","0.248501091919794","0.245016077170418","0.00348501474937554","0.000763700354121152","-0.0241157556270097","0.0539673298619157","2","-0.0539673298619157"
"GCF_000317795.1","Caldisphaera_lagunensis_DSM_15908","0.194373219373219","0.214285714285714","-0.0199124949124949","-0.00124805310624021","-0.021724818959842","0.0380165107123633","3","0.0380165107123633"
"GCF_002788215.1","Halohasta_litchfieldiae","0.724950560316414","0.613875036667644","0.11107552364877","0.00490426718125957","-0.0865356409504254","0.24093765330556","2","-0.24093765330556"
"GCF_000234805.1","Pyrobaculum_ferrireducens","0.7277572270174","0.629542203147353","0.0982150238700463","0.00410507482163589","-0.05758226037196","0.160160660493795","2","-0.160160660493795"
"GCF_000235565.1","Methanothrix_harundinacea_6Ac","0.83331837894422","0.67528804131903","0.15803033762519","0.00660578909793124","0.0301946762018276","0.239357314184586","4","-0.239357314184586"
"GCF_000008265.1","Picrophilus_oshimae_DSM_9789","0.365352697095436","0.323470031545741","0.0418826655496943","0.00255417207146671","-0.00630914826498424","0.0801791955181486","5","-0.0801791955181486"
"GCF_024498335.1","Halobellus_inordinatus","0.826293995859213","0.718553459119497","0.107740536739716","0.00483504728618021","-0.0506638714185884","0.219725162875286","2","-0.219725162875286"
"GCF_000245095.1","Sulfolobus_islandicus_M.16.2","0.306161576094143","0.29533426183844","0.0108273142557024","0.000359304808345942","-0.0515320334261838","0.037707537096928","5","-0.037707537096928"
"GCF_000245175.1","Sulfolobus_islandicus_M.16.23","0.307967806841046","0.299222614840989","0.00874519200005691","0.000315007137990609","-0.0547703180212014","0.0372964287491735","5","-0.0372964287491735"
"GCF_000245215.1","Sulfolobus_islandicus_M.16.40","0.305830065359477","0.297632120796156","0.00819794456332062","0.000290872502221868","-0.0528483184625944","0.0326660296697036","2","-0.0326660296697036"
"GCF_000245235.1","Sulfolobus_islandicus_M.16.43","0.305126129772022","0.298695345557123","0.0064307842148994","0.000266405596701598","-0.0497179125528914","0.0364378364010771","5","-0.0364378364010771"
"GCF_000245275.1","Sulfolobus_islandicus_M.16.47","0.310537463595446","0.299722125738104","0.0108153378573426","0.000329124098521835","-0.048627995831886","0.0399574010737372","5","-0.0399574010737372"
"GCF_000258425.1","Fervidicoccus_fontis_Kam940","0.353787878787879","0.315661764705882","0.0381261140819965","0.00171077992325457","0.0227941176470588","0.08099376114082","6","-0.08099376114082"
"GCF_000263735.1","Pyrococcus_sp._ST04","0.414339473163003","0.418186783178591","-0.00384731001558836","-0.000938831836532738","-0.00819224467504093","0.0728260101794332","3","0.0728260101794332"
"GCF_000264495.1","Thermogladius_calderae_1633","0.735854341736695","0.657916959887403","0.0779373818492914","0.0027681492165407","0.00633356790992257","0.099682631673359","8","-0.099682631673359"
"GCF_000275605.1","Pyrococcus_furiosus_COM1","0.388595564941922","0.383125599232982","0.00546996570894009","-0.000467391155991904","0.0100671140939597","0.0486048185671865","2","0.0486048185671865"
"GCF_016065055.1","Halosimplex_litoreum","0.903595218541838","0.796461916461916","0.107133302079921","0.00516374871620639","-0.112285012285012","0.261089076035695","2","-0.261089076035695"
"GCF_000591035.1","Aeropyrum_camini_SY1_=_JCM_12091","0.687915006640106","0.616431637032495","0.0714833696076108","0.00225793093228193","-0.0465971796443899","0.106676502654821","5","-0.106676502654821"
"GCF_000304355.2","Methanoculleus_bourgensis_MS2","0.79790950744559","0.633698526633925","0.164210980811665","0.00691682386546321","-0.0551567812618058","0.261075355575548","2","-0.261075355575548"
"GCF_000299365.1","Candidatus_Nitrosopumilus_koreensis_AR1","0.234178743961353","0.223338330834583","0.0108404131267699","0.000764743449293416","-0.00399800099950026","0.0352781942362152","2","-0.0352781942362152"
"GCF_000299395.1","Candidatus_Nitrosopumilus_sediminis","0.223298530549111","0.211917347429121","0.0113811831199899","0.000804979462085484","-0.00576645843344542","0.039252398881643","2","-0.039252398881643"
"GCF_000300255.2","Candidatus_Methanomethylophilus_alvi_Mx1201","0.763129617192747","0.63720073664825","0.125928880544496","0.00568269513155878","-0.089011663597299","0.248089715412514","2","-0.248089715412514"
"GCF_000341715.1","Methanosarcina_mazei_Tuc01","0.451359665313154","0.367111959287532","0.0842477060256219","0.0034178118657952","-0.0540712468193384","0.1571484693844","2","-0.1571484693844"
"GCF_000303155.1","Candidatus_Nitrososphaera_gargensis_Ga9.2","0.578814489571899","0.501127078050155","0.077687411521744","0.00340510498744104","0.00140884756269366","0.120375492671364","3","-0.120375492671364"
"GCF_000364745.1","Sulfolobus_islandicus_LAL14/1","0.30243730628346","0.300925583117364","0.00151172316609616","0.00017599829463497","-0.0562754535357275","0.0315130824614492","3","0.0315130824614492"
"GCF_001412615.1","Pyrodictium_delaneyi","0.584744551625581","0.555312954876274","0.029431596749307","0.000222575796006171","-0.00194080543425523","0.0549046680739066","4","-0.0549046680739066"
"GCF_902387285.1","Methanomethylophilus_alvi","0.762662192393736","0.636664622930717","0.125997569463019","0.00570764966372547","-0.0980993255671367","0.252545699444625","2","-0.252545699444625"
"GCF_003201675.2","Metallosphaera_hakonensis_JCM_8857_=_DSM_7519","0.502798425885439","0.430100463678516","0.0726979622069232","0.00284231043458351","-0.0301391035548686","0.117945257415579","5","-0.117945257415579"
"GCF_002214365.1","Thermococcus_celer_Vu_13_=_JCM_8558","0.774699907663897","0.672709063595393","0.101990844068504","0.00361867010473318","0.00150225338007004","0.134739967754032","4","-0.134739967754032"
"GCF_026000775.1","Vulcanisaeta_souniana_JCM_11219","0.509115704852139","0.453325643983083","0.0557900608690555","0.00208558271003873","-0.0503652441368705","0.0969665314572909","2","-0.0969665314572909"
"GCF_008326425.1","Sulfuracidifex_tepidarius","0.49082931110136","0.412205323193916","0.0786239879074438","0.00295160954918378","0.0129277566539924","0.127711440378927","4","-0.127711440378927"
"GCF_000404225.1","Candidatus_Methanomassiliicoccus_intestinalis_Issoire-Mx1","0.391247002398082","0.362108108108108","0.0291388942899734","0.00166110966904815","-0.00702702702702701","0.0588145699656491","2","-0.0588145699656491"
"GCF_000739065.1","Methanocaldococcus_bathoardescens","0.219449859215941","0.22282804074296","-0.00337818152701877","-3.05197162054078e-05","-0.0599161174355902","0.042383573977588","3","0.042383573977588"
"GCF_000403645.1","Salinarchaeum_sp._Harcht-Bsk1","0.868410991636798","0.78185667752443","0.0865543141123681","0.00394254014225535","-0.0706840390879478","0.199355617043964","2","-0.199355617043964"
"GCF_000725425.1","Palaeococcus_pacificus_DY20341","0.460703280768534","0.418614061709661","0.0420892190588725","0.000693528634745752","0.0166919575113809","0.074259173535352","7","-0.074259173535352"
"GCF_000734035.1","Archaeoglobus_fulgidus_DSM_8774","0.580664033933012","0.520347957639939","0.0603160762930721","0.00193266615000486","0.0242057488653555","0.0821768932370963","3","-0.0821768932370963"
"GCF_030518575.1","Candidatus_Nitrosotenuis_chungbukensis","0.431379668049793","0.381365159128978","0.0500145089208143","0.0024068922310711","0.0226130653266332","0.1030714603446","3","-0.1030714603446"
"GCF_000802205.1","Candidatus_Nitrosocosmicus_oleophilus","0.297149758454106","0.269209642966128","0.0279401154879788","0.00101568276558932","-0.0408910588953311","0.0594323339805024","2","-0.0594323339805024"
"GCF_025231485.1","Salinirubellus_salinus","0.903303527074019","0.807471393313888","0.0958321337601306","0.00440288456034606","-0.101413506843168","0.233346156645479","2","-0.233346156645479"
"GCF_000446015.1","Thermofilum_adornatum","0.522812192723697","0.442987152034261","0.0798250406894359","0.00302649351381055","0.00321199143468948","0.123989922916417","4","-0.123989922916417"
"GCF_009690625.1","Halorhabdus_sp._CBA1104","0.771179662953442","0.691864927091328","0.0793147358621141","0.00378979899043008","-0.0851880276285496","0.2101666161384","2","-0.2101666161384"
"GCF_902383905.1","Candidatus_Methanomassiliicoccus_intestinalis","0.390887290167866","0.362020529443544","0.0288667607243217","0.00169511706823633","-0.00648298217179905","0.0597149508917987","2","-0.0597149508917987"
"GCF_001488575.1","Halobacterium_hubeiense","0.889721651836642","0.784229607250755","0.105492044585886","0.00500981232670424","-0.11570996978852","0.258603827063228","2","-0.258603827063228"
"GCF_000812185.1","Candidatus_Nitrosopelagicus_brevis","0.198149596038572","0.199040438656614","-0.000890842618042315","0.000546093602367456","-0.00274160383824537","0.034886730212285","19","0.034886730212285"
"GCF_000504565.1","Haloarcula_hispanica_N601","0.800574712643678","0.677709296353364","0.122865416290314","0.0051642283356382","-0.114278376990241","0.272069319731506","2","-0.272069319731506"
"GCF_000816105.1","Thermococcus_guaymasensis_DSM_11113","0.684029613960867","0.60303893637227","0.0809906775885976","0.00268104976240349","-0.00522317188983856","0.118027714625635","4","-0.118027714625635"
"GCF_000969945.1","Methanosarcina_sp._Kolksee","0.406792803970223","0.337117787822388","0.0696750161478357","0.00302750330177046","-0.0342993884605158","0.124686981050787","2","-0.124686981050787"
"GCF_000970045.1","Methanosarcina_sp._MTP4","0.562885015893895","0.410761305094448","0.152123710799447","0.00570723494468061","-0.046937607326846","0.228883871074204","2","-0.228883871074204"
"GCF_000970005.1","Methanosarcina_sp._WH1","0.451493305870237","0.359122401847575","0.0923709040226617","0.00363884835174459","-0.0274249422632794","0.150396308179706","2","-0.150396308179706"
"GCF_000969965.1","Methanosarcina_sp._WWM596","0.445304937076476","0.359476241900648","0.0858286951758283","0.00343614290779836","-0.0256479481641468","0.13806951591017","2","-0.13806951591017"
"GCF_000970325.1","Methanococcoides_methylutens_MM1","0.472135045173562","0.362839879154079","0.109295166019483","0.00480479156243612","-0.0185584807941304","0.163546352899069","4","-0.163546352899069"
"GCF_000970065.1","Methanosarcina_barkeri_227","0.393482367758186","0.334318423855165","0.0591639439030213","0.00276600183382201","-0.0146432374866879","0.102747543477036","2","-0.102747543477036"
