"Species_Accession","Species","GC_core","The_mean_GC_of_the_first_10_codons","Difference_between_core_and_first_10_codons_GC","Linear_Regression_slope","Difference_First_and_second_codons_GC","Maximum_difference_to_core","Where_max_difference","Max_Deviation_From_Core_GC"
"GCF_000023965.1","Halomicrobium_mukohataei_DSM_12286","0.668421247044917","0.626647000983291","0.0417742460616264","0.00227017714649879","-0.0356932153392375","0.104212790801059","2","-0.104212790801059"
"GCF_029633915.1","Methanomicrobium_antiquum","0.396","0.35017286084702","0.0458271391529803","0.00256186360456022","0.016421780466725","0.0883076923076912","4","-0.0883076923076912"
"GCF_000020905.1","Desulfurococcus_amylolyticus_1221n","0.458648249500478","0.43321767291233","0.0254305765881482","0.000914607211087434","0.010409437890353","0.0559186635647847","5","-0.0559186635647847"
"GCF_000023945.1","Halorhabdus_utahensis_DSM_12940","0.641503870254331","0.608640744433372","0.0328631258209593","0.00199523280113923","-0.0248144455522342","0.0880531114197208","2","-0.0880531114197208"
"GCF_000021965.1","Methanosphaerula_palustris_E1-9c","0.574313168223034","0.497605633802817","0.0767075344202168","0.0036818290580048","-0.0334507042253528","0.133233356016462","2","-0.133233356016462"
"GCF_000306765.2","Haloferax_mediterranei_ATCC_33500","0.618003875968992","0.587029864876498","0.0309740110924942","0.00189156055455872","-0.0336517772613841","0.0854279227888541","2","-0.0854279227888541"
"GCF_000969885.1","Methanosarcina_thermophila_TM-1","0.442266611180469","0.381401846452868","0.0608647647276005","0.00301153623851304","0.00595238095238126","0.0918049979637512","4","-0.0918049979637512"
"GCF_946463545.1","Methanothermococcus_thermolithotrophicus_DSM_2095","0.342323892519971","0.306440745144668","0.0358831473753032","0.00187295993984793","0.0168450257629802","0.0743888945017404","4","-0.0743888945017404"
"GCF_019175345.1","Saccharolobus_shibatae_B12","0.360899160348904","0.343768768768771","0.0171303915801327","0.000707038073976428","0.0087945087945076","0.0359313353810756","6","-0.0359313353810756"
"GCF_000246985.2","Thermococcus_litoralis_DSM_5473","0.43812924136534","0.40748409798349","0.0306451433818494","0.0012440782359711","0.00866152388685826","0.0443005771347244","5","-0.0443005771347244"
"GCF_000018365.1","Thermococcus_onnurineus_NA1","0.524350787569178","0.483657522859518","0.0406932647096608","0.00153940847719469","-0.00415627597672497","0.0615078948010983","5","-0.0615078948010983"
"GCF_000215995.1","Pyrococcus_yayanosii_CH1","0.523907505388987","0.494588859416445","0.0293186459725419","0.00122268774496587","-0.00424403183023836","0.0510516256365555","6","-0.0510516256365555"
"GCF_013388255.1","Methanolobus_zinderi","0.459282378508346","0.386613776602445","0.0726686019059012","0.00344345329739623","0.00377786173025868","0.113482101465149","4","-0.113482101465149"
"GCF_000025325.1","Haloterrigena_turkmenica_DSM_5511","0.658018788186143","0.610033167495848","0.0479856206902952","0.00261199253968863","-0.0292766934557954","0.103037285443446","2","-0.103037285443446"
"GCF_000025865.1","Methanohalophilus_mahii_DSM_5219","0.440907978463045","0.37536661723513","0.0655413612279143","0.00338222001158199","-0.00823858955346807","0.105432611845809","4","-0.105432611845809"
"GCF_000025625.1","Natrialba_magadii_ATCC_43099","0.62524498919383","0.589837786259543","0.0354072029342873","0.00194483094616925","-0.025763358778627","0.0850891367765257","2","-0.0850891367765257"
"GCF_020614395.1","Salarchaeum_japonicum","0.685930799220273","0.648140925637031","0.0377898735832419","0.00242382949891217","-0.0426417056682293","0.112347855902539","2","-0.112347855902539"
"GCF_039641995.1","Geoglobus_acetivorans","0.476114612511671","0.436328901115696","0.0397857113959748","0.00140870658291208","-0.0310255234601863","0.0738526531658049","5","-0.0738526531658049"
"GCF_000148385.1","Vulcanisaeta_distributa_DSM_14429","0.465634749220062","0.442219573566416","0.0234151756536465","0.000629682812314643","0.087405641636868","0.0561525614303638","3","-0.0561525614303638"
"GCF_000025285.1","Archaeoglobus_profundus_DSM_5631","0.422229132117192","0.413073311664862","0.00915582045232971","0.000404901813752407","-0.01209823040809","0.0307520645837849","5","-0.0307520645837849"
"GCF_000092305.1","Methanocaldococcus_infernus_ME","0.340821075376049","0.306894977168949","0.0339260982071006","0.00133185410487868","-0.0280821917808226","0.0714146826819868","2","-0.0714146826819868"
"GCF_000023985.1","Methanocaldococcus_fervens_AG86","0.329090083957341","0.299587713873427","0.0295023700839139","0.00101252029309675","0.0243248814677388","0.0530645222174949","3","-0.0530645222174949"
"GCF_000024625.1","Methanocaldococcus_vulcanius_M7","0.32924126172208","0.303735632183907","0.0255056295381734","0.00106873444375083","0.0214559386973185","0.04245965252668","3","-0.04245965252668"
"GCF_000517445.1","Thermococcus_paralvinellae","0.407975002866644","0.379217527386543","0.0287574754801005","0.00113685508082157","-0.00594679186228475","0.0525759418337775","6","-0.0525759418337775"
"GCF_001971705.1","Natronorubrum_daqingense","0.627789424644771","0.589266898830257","0.0385225258145139","0.00204882652025516","-0.025984462898474","0.0880090871146306","2","-0.0880090871146306"
"GCF_000025505.1","Ferroglobus_placidus_DSM_10642","0.447084073416223","0.42536598004923","0.0217180933669926","0.000933676330737462","-0.0142505505894534","0.0441821431143688","5","-0.0441821431143688"
"GCF_000092465.1","Staphylothermus_hellenicus_DSM_12710","0.373113668848266","0.356347755433678","0.0167659134145877","0.000355098095334187","0.0593134267722936","0.039439652297377","2","0.039439652297377"
"GCF_000022365.1","Thermococcus_gammatolerans_EJ3","0.545429472025217","0.506718702173247","0.0387107698519699","0.0016036169017947","0.0134680134680146","0.0645601729740983","4","-0.0645601729740983"
"GCF_000327485.1","Methanoregula_formicica_SMSP","0.569678582420965","0.511340086156712","0.0583384962642522","0.00293820488812834","-0.0179299103504484","0.0890638426375208","2","-0.0890638426375208"
"GCF_000022545.1","Thermococcus_sibiricus_MM_739","0.405322283609577","0.373333333333334","0.0319889502762426","0.00155698455034519","0.00633333333333302","0.0551556169429093","4","-0.0551556169429093"
"GCF_003201765.2","Acidianus_sulfidivorans_JP7","0.316598532494759","0.30527306967985","0.0113254628149085","0.00046847022158269","0.00420107199768271","0.0281732101711307","4","-0.0281732101711307"
"GCF_000092185.1","Thermosphaera_aggregans_DSM_11486","0.475810904071774","0.440104166666667","0.0357067374051069","0.00122097906674367","0.0123106060606061","0.0563033283141978","6","-0.0563033283141978"
"GCF_003990725.2","Halorubrum_sp._PV6","0.677818462915497","0.640370976541196","0.0374474863743006","0.00233153636500191","-0.0376432078559732","0.108260361442497","2","-0.108260361442497"
"GCF_000223905.1","Haloarcula_hispanica_ATCC_33960","0.640572876571722","0.600550253632536","0.040022622939186","0.00218910331553682","-0.0188289914882661","0.0889436099566404","2","-0.0889436099566404"
"GCF_000024185.1","Methanobrevibacter_ruminantium_M1","0.372547710454571","0.290797362110312","0.0817503483442589","0.00354314113324754","0.0307254196642698","0.11925034834426","4","-0.11925034834426"
"GCF_000828535.1","Methanococcus_maripaludis_KA1","0.340649033952354","0.304410517387616","0.036238516564738","0.00203818981761547","0.0117048346055989","0.0716074733077423","3","-0.0716074733077423"
"GCF_000828555.1","Methanococcus_maripaludis_OS7","0.340658682634731","0.305471289274105","0.0351873933606254","0.00201562777000133","0.0099313831708201","0.0716084840070695","3","-0.0716084840070695"
"GCF_000025525.1","Methanocaldococcus_sp._FS406-22","0.326146146146146","0.299603603603603","0.0265425425425435","0.00108894115790672","0.0122522522522519","0.0475875875875897","6","-0.0475875875875897"
"GCF_000196655.1","Methanohalobium_evestigatum_Z-7303","0.379857482185273","0.334454595791807","0.0454028863934663","0.00223467946790146","0.00816722037652301","0.0654887114211517","6","-0.0654887114211517"
"GCF_000179575.2","Methanothermococcus_okinawensis_IH1","0.317079152731327","0.279088525912481","0.0379906268188453","0.00173268374890345","0.0199637023593461","0.0633989752761956","3","-0.0633989752761956"
"GCF_003856835.1","Haloplanus_aerogenes","0.66916735937933","0.635910178538564","0.0332571808407659","0.00192317770612804","-0.03036996134732","0.0802661997989823","2","-0.0802661997989823"
"GCF_018200015.1","Haloarcula_sinaiiensis_ATCC_33800","0.621246639505557","0.587378498867207","0.0338681406383503","0.00194664160698643","-0.0181977636483216","0.0788217326868746","2","-0.0788217326868746"
"GCF_000144915.1","Acidilobus_saccharovorans_345-15","0.580727418065548","0.561367178802047","0.0193602392635005","0.000531073716502874","0.0318414606991734","0.0376412457208589","7","-0.0376412457208589"
"GCF_000327505.1","Aciduliprofundum_sp._MAR08-339","0.448458574181118","0.4164811176599","0.0319774565212178","0.00182682618144681","-0.00720366732154515","0.0616434683090375","5","-0.0616434683090375"
"GCF_000217995.1","Methanosalsum_zhilinae_DSM_4017","0.409206004702478","0.344576523031204","0.0646294816712741","0.00320659013721744","0.0057784381707115","0.097170343484053","4","-0.097170343484053"
"GCF_000147875.1","Methanolacinia_petrolearia_DSM_11571","0.491586182893935","0.411004273504275","0.0805819093896601","0.00393882293060047","-0.0157882241215592","0.124777066084815","4","-0.124777066084815"
"GCF_023167465.1","Methanothermobacter_tenebrarum","0.427176659774868","0.377634540617966","0.0495421191569018","0.00248112690204917","-0.0032739922242685","0.084225974282746","4","-0.084225974282746"
"GCF_000194625.1","Archaeoglobus_veneficus_SNP6","0.481079162229322","0.455311868097683","0.0257672941316394","0.000925694201396541","-0.0102659822678478","0.056285259600607","4","-0.056285259600607"
"GCF_000223395.1","Pyrolobus_fumarii_1A","0.54995273208546","0.551082693947143","-0.00112996186168279","-0.000262253845217113","0.0434782608695656","0.06010694395887","2","0.06010694395887"
"GCF_000328685.1","Natronococcus_occultus_SP4","0.662147639182523","0.619552250367957","0.0425953888145655","0.00247859664254165","-0.0453946858780652","0.108038103199874","2","-0.108038103199874"
"GCF_000813245.1","Thermofilum_adornatum_1505","0.479594893838739","0.436327030812325","0.0432678630264137","0.00177719747127267","0.05374649859944","0.0681803280124076","5","-0.0681803280124076"
"GCF_004799685.1","Halobellus_limi","0.671355481503921","0.631888798037616","0.0394666834663051","0.0023146745672132","-0.0305260288907068","0.100355208950087","2","-0.100355208950087"
"GCF_030296735.1","Methanobacterium_petrolearium","0.401852655955999","0.347309786048869","0.05454286990713","0.00261414721152963","0.0168375743765032","0.0930793935177134","3","-0.0930793935177134"
"GCF_030296715.1","Methanobacterium_ferruginis","0.397758127902822","0.34610181559274","0.0516563123100821","0.00247435699779549","0.0157826035362536","0.0917180187299231","3","-0.0917180187299231"
"GCF_025998175.1","Nitrosopumilus_zosterae","0.34596304732979","0.323275862068966","0.0226871852608237","0.00111109628718639","0.0493295019157102","0.0530192414549493","3","-0.0530192414549493"
"GCF_002156705.1","Natrarchaeobaculum_aegyptiacum","0.652728584546766","0.617768994290735","0.0349595902560311","0.00209276722157216","-0.034255599472989","0.0918151018941488","2","-0.0918151018941488"
"GCF_002906575.1","Salinigranum_rubrum","0.66891483893505","0.634024592887994","0.0348902460470556","0.00200165523961417","-0.0414091060152826","0.096498753856953","2","-0.096498753856953"
"GCF_000186365.1","Desulfurococcus_mucosus_DSM_2162","0.537184948526802","0.516264325774201","0.0209206227526006","0.000684434366568976","-0.0121921482565226","0.0365753411139751","9","-0.0365753411139751"
"GCF_000237865.1","Haloquadratum_walsbyi_C23","0.489589005575003","0.487241689128482","0.00234731644652098","0.000830039235203606","0.00853548966756479","0.0330526174348419","3","-0.0330526174348419"
"GCF_000231015.2","Desulfurococcus_amylolyticus_DSM_16532","0.453717627401838","0.429423592493298","0.0242940349085402","0.000839481218222284","0.0084897229669334","0.0497855451855728","5","-0.0497855451855728"
"GCF_000253055.1","Thermoproteus_tenax_Kra_1","0.562315713772024","0.527119460500963","0.0351962532710617","0.0016645335791017","0.0401412973667294","0.0812624061291218","5","-0.0812624061291218"
"GCF_000196895.1","Halalkalicoccus_jeotgali_B3","0.641001054435218","0.608989925083962","0.0320111293512566","0.00197016086734861","-0.0205803840523565","0.0791307366878626","2","-0.0791307366878626"
"GCF_001027005.1","Methanosarcina_barkeri_CM1","0.424667430794345","0.3693595535477","0.0553078772466453","0.00273618249105995","0.0133758525998749","0.0847790438690221","4","-0.0847790438690221"
"GCF_000217715.1","Halopiger_xanaduensis_SH-6","0.665725593667546","0.623257628970575","0.0424679646969708","0.00242633111514923","-0.0269257785062038","0.092635763026789","2","-0.092635763026789"
"GCF_000517625.1","Halostagnicola_larsenii_XH-48","0.624802365390601","0.580415430267064","0.0443869351235363","0.00248162787972943","-0.0126112759643917","0.0911722961522204","2","-0.0911722961522204"
"GCF_000328525.1","Halovivax_ruber_XH-70","0.653685724559511","0.622429305912604","0.0312564186469074","0.00187034648110966","-0.043487574978583","0.0909179439254035","2","-0.0909179439254035"
"GCF_000230735.2","Natrinema_pellirubrum_DSM_15624","0.651908951020527","0.614783886182632","0.0371250648378948","0.0021120194869304","-0.0453877677259715","0.101533941355329","2","-0.101533941355329"
"GCF_000230715.2","Natronobacterium_gregoryi_SP2","0.634732942266132","0.6004138551507","0.0343190871154315","0.00198091546900506","-0.0400359874044104","0.0922228208086388","2","-0.0922228208086388"
"GCF_000828575.1","Methanothermobacter_sp._CaT2","0.513122017723245","0.427675070028012","0.085446947695233","0.00389423806544921","-0.0352941176470598","0.137024912214374","2","-0.137024912214374"
"GCF_000328665.1","Methanomethylovorans_hollandica_DSM_15978","0.435068545681143","0.379591063990915","0.0554774816902281","0.00283712872339146","0.023349741259624","0.095676901102066","4","-0.095676901102066"
"GCF_000214725.1","Methanobacterium_paludis","0.389160391373393","0.3300519551545","0.059108436218893","0.00269935567493005","0.00806672135630321","0.0920589420980297","4","-0.0920589420980297"
"GCF_013415905.1","Halosimplex_pelagicum","0.677985507246377","0.645535541351914","0.0324499658944629","0.00225417402259605","-0.0394473497320624","0.0924732081954438","2","-0.0924732081954438"
"GCF_023204835.1","Salinarchaeum_laminariae","0.658714759535655","0.63958541181688","0.0191293477187745","0.00147077300424872","-0.0191774747810658","0.0621068446703331","2","-0.0621068446703331"
"GCF_013415885.1","Halosimplex_rubrum","0.685077437670405","0.654097378277145","0.0309800593932598","0.00212735343586309","-0.0390262172284603","0.0894220069587968","2","-0.0894220069587968"
"GCF_000191585.1","Methanobacterium_lacus","0.38409768009768","0.323322768092976","0.060774912004704","0.00271373417302544","0.00198098256735296","0.100949238470632","4","-0.100949238470632"
"GCF_000214415.1","Methanotorris_igneus_Kol_5","0.335301703658454","0.308773861967694","0.0265278416907601","0.00132476251432604","0.0056901615271665","0.0515278416907607","6","-0.0515278416907607"
"GCF_000698785.1","Nitrososphaera_viennensis_EN76","0.545116614787748","0.504553177030241","0.0405634377575063","0.00192500890133416","0.0387359836901133","0.0639749226368818","3","-0.0639749226368818"
"GCF_000189575.1","Sulfolobus_islandicus_HVE10/4","0.358308288688532","0.342242862057107","0.0160654266314251","0.000720396370568026","-0.00263731223483693","0.0351802070465151","5","-0.0351802070465151"
"GCF_000189555.1","Sulfolobus_islandicus_REY15A","0.359304983996342","0.343724354332612","0.0155806296637299","0.0006315355783699","0.00422399227612774","0.0329714092920186","6","-0.0329714092920186"
"GCF_000213215.1","Acidianus_hospitalis_W1","0.345983780153934","0.335109675682952","0.0108741044709818","0.000468050147598988","0.00322971336293909","0.0324324411685997","5","-0.0324324411685997"
"GCF_000243255.1","Methanoplanus_limicola_DSM_2279","0.436933885334337","0.379355751441943","0.0575781338923941","0.00304065370651736","0.0144738274023269","0.0975063088842305","4","-0.0975063088842305"
"GCF_001481685.1","Ignicoccus_islandicus_DSM_13165","0.45219847703267","0.434090403028279","0.018108074004391","0.000600492396391267","-0.0104653751948332","0.0302434558792518","5","-0.0302434558792518"
"GCF_000190315.1","Vulcanisaeta_moutnovskia_768-28","0.434087390761548","0.41178681702242","0.0223005737391282","0.000803920313176179","0.0825614176399507","0.053096653749868","3","-0.053096653749868"
"GCF_000204415.1","Methanothrix_soehngenii_GP6","0.527141159494101","0.465076736226123","0.0620644232679774","0.00315923737444118","-0.0108203599425863","0.105036709897105","4","-0.105036709897105"
"GCF_000193375.1","Thermoproteus_uzoniensis_768-20","0.610601167204941","0.571350613915416","0.0392505532895249","0.0015911467141375","0.0157647415491893","0.0717198575187205","5","-0.0717198575187205"
"GCF_963677065.1","uncultured_Methanoregula_sp.","0.563884827810266","0.496234263820471","0.0676505639897956","0.00315861655760432","-0.0226600985221691","0.106632501592424","2","-0.106632501592424"
"GCF_000204925.1","Metallosphaera_cuprina_Ar-4","0.429987373737374","0.395813873032348","0.0341735007050252","0.0016174608093662","-0.0155682407887908","0.062749871575117","2","-0.062749871575117"
"GCF_020700235.1","Haladaptatus_pallidirubidus","0.58166329594901","0.545269130501456","0.0363941654475546","0.0018158555475521","-0.0127792260900622","0.0762193456346363","4","-0.0762193456346363"
"GCF_019823105.1","Halobaculum_magnesiiphilum","0.68687865497076","0.660986066452306","0.0258925885184548","0.00199203490373898","-0.0138442300821705","0.0829129529343138","2","-0.0829129529343138"
"GCF_000340315.1","Sulfolobus_acidocaldarius_N8","0.375990903183886","0.350410436822047","0.0255804663618382","0.000840529681965964","0.0107006742890646","0.04324390816776","5","-0.04324390816776"
"GCF_000338775.1","Sulfolobus_acidocaldarius_Ron12/I","0.376493072145246","0.350883239982767","0.0256098321624789","0.000853110429586709","0.0130690794197899","0.0431597388119114","5","-0.0431597388119114"
"GCF_000470655.1","Halorhabdus_tiamatea_SARL4B","0.639897178383549","0.605721868365186","0.0341753100183627","0.00199447982414648","-0.0171974522293022","0.0730181974918266","2","-0.0730181974918266"
"GCF_025244945.1","Nitrososphaera_viennensis","0.544684317718941","0.504488919041158","0.0401953986777829","0.00191206709684512","0.038444142921756","0.0666200933860601","3","-0.0666200933860601"
"GCF_000251105.1","Methanocella_conradii_HZ254","0.547443223443223","0.481883194278904","0.0655600291643199","0.00330741906494492","0.00768110184081539","0.110944746420313","4","-0.110944746420313"
"GCF_000221185.1","Thermococcus_sp._4557","0.575493572084481","0.517121782799748","0.0583717892847329","0.00239280199732793","0.0081607030759564","0.0919719148340106","4","-0.0919719148340106"
"GCF_024300825.1","Natronomonas_gomsonensis","0.638890508112309","0.610098115828778","0.0287923922835317","0.00191105064849558","-0.0243118867760698","0.0770254390839111","2","-0.0770254390839111"
"GCF_002355635.1","Halopenitus_persicus","0.67196997662114","0.634827853426333","0.037142123194806","0.00221219714909157","-0.0281191187866721","0.0876679728571571","2","-0.0876679728571571"
"GCF_000220645.1","Methanococcus_maripaludis_X1","0.339666468135795","0.306573776348695","0.0330926917871001","0.00194864597461074","0.0101822079314047","0.0702845460207566","3","-0.0702845460207566"
"GCF_000317795.1","Caldisphaera_lagunensis_DSM_15908","0.305959164292498","0.299231950844853","0.00672721344764476","4.91403106932114e-05","0.0706605222734262","0.0462462339958492","2","0.0462462339958492"
"GCF_002788215.1","Halohasta_litchfieldiae","0.605379770013916","0.56632443531828","0.0390553346956366","0.00233599976921688","-0.0270851667155627","0.0955528412958185","2","-0.0955528412958185"
"GCF_000234805.1","Pyrobaculum_ferrireducens","0.585472895830479","0.535109680495948","0.0503632153345313","0.00246512182247917","0.00381497377205531","0.0804657427546552","5","-0.0804657427546552"
"GCF_000235565.1","Methanothrix_harundinacea_6Ac","0.626369572802951","0.5442060654218","0.0821635073811513","0.00407965912556014","-0.0121838167130176","0.143916917525504","4","-0.143916917525504"
"GCF_000008265.1","Picrophilus_oshimae_DSM_9789","0.37295220531735","0.33577287066246","0.037179334654891","0.00217592353477818","-0.00189274447949545","0.0663275996391182","6","-0.0663275996391182"
"GCF_024498335.1","Halobellus_inordinatus","0.654300379572119","0.618623340321458","0.0356770392506602","0.0020744919169646","-0.0119962730025641","0.0883791123929883","2","-0.0883791123929883"
"GCF_000245095.1","Sulfolobus_islandicus_M.16.2","0.35672792983384","0.337894614670384","0.0188333151634564","0.000816370075359574","0.00649953574744611","0.0367418574104392","5","-0.0367418574104392"
"GCF_000245175.1","Sulfolobus_islandicus_M.16.23","0.35763022579924","0.339587750294467","0.0180424755047728","0.000752025195593607","0.00730270906949304","0.0394912387556565","5","-0.0394912387556565"
"GCF_000245215.1","Sulfolobus_islandicus_M.16.40","0.356169934640523","0.338000457561202","0.018169477079321","0.000729901741982694","0.00457561198810313","0.0356483148738764","5","-0.0356483148738764"
"GCF_000245235.1","Sulfolobus_islandicus_M.16.43","0.356774135527677","0.339903620122241","0.0168705154054357","0.000725276800310094","0.0082275505406671","0.0390731482216091","5","-0.0390731482216091"
"GCF_000245275.1","Sulfolobus_islandicus_M.16.47","0.357545671167593","0.340882250781524","0.016663420386069","0.000690505418961183","0.00914669445409222","0.0374113652743405","5","-0.0374113652743405"
"GCF_000258425.1","Fervidicoccus_fontis_Kam940","0.385768398268398","0.349730392156861","0.0360380061115371","0.0015513729002573","0.0610294117647065","0.0641997708174196","6","-0.0641997708174196"
"GCF_000263735.1","Pyrococcus_sp._ST04","0.424671552122532","0.407063535408703","0.0176080167138297","0.000775609523131699","0.0065537957400329","0.0390899027506032","7","-0.0390899027506032"
"GCF_000264495.1","Thermogladius_calderae_1633","0.565036923860453","0.533286418015481","0.0317505058449725","0.000907052630648143","0.0410509031198678","0.061166410137724","6","-0.061166410137724"
"GCF_000275605.1","Pyrococcus_furiosus_COM1","0.40978528687082","0.384308085650369","0.0254772012204514","0.00120778308359211","-0.0124640460210935","0.0488073386445476","6","-0.0488073386445476"
"GCF_016065055.1","Halosimplex_litoreum","0.692377650028896","0.660319410319406","0.03205823970949","0.00227885938461756","-0.0489762489762432","0.102533260184503","2","-0.102533260184503"
"GCF_000591035.1","Aeropyrum_camini_SY1_=_JCM_12091","0.575505385863952","0.561148579603513","0.0143568062604381","3.3854530545034e-05","0.0367872470876747","0.0457903427279108","2","0.0457903427279108"
"GCF_000304355.2","Methanoculleus_bourgensis_MS2","0.623582474226804","0.54255131595517","0.081031158271634","0.00394077243250825","-0.0290895353230088","0.126038084351474","2","-0.126038084351474"
"GCF_000299365.1","Candidatus_Nitrosopumilus_koreensis_AR1","0.346719001610306","0.328918873896386","0.0178001277139201","0.000984677311043444","0.0434782608695667","0.0458694263979121","3","-0.0458694263979121"
"GCF_000299395.1","Candidatus_Nitrosopumilus_sediminis","0.341228409383862","0.31979817395483","0.0214302354290319","0.00129209111737905","0.0371616210155382","0.0487408232874342","3","-0.0487408232874342"
"GCF_000300255.2","Candidatus_Methanomethylophilus_alvi_Mx1201","0.573307962092381","0.515653775322283","0.0576541867700981","0.00270442887588929","-0.00777573153263827","0.113107430068643","4","-0.113107430068643"
"GCF_000341715.1","Methanosarcina_mazei_Tuc01","0.454640908904475","0.391656064461408","0.0629848444430666","0.00297240855984009","-0.0069974554707381","0.0951201285821673","4","-0.0951201285821673"
"GCF_000303155.1","Candidatus_Nitrososphaera_gargensis_Ga9.2","0.500150424848559","0.472292664600357","0.0278577602482022","0.00127043451390027","0.0480886634732796","0.0566452121125777","5","-0.0566452121125777"
"GCF_000364745.1","Sulfolobus_islandicus_LAL14/1","0.357199211045365","0.341786992471927","0.0154122185734381","0.000655088154452246","0.0029618659755638","0.0332451199679835","6","-0.0332451199679835"
"GCF_001412615.1","Pyrodictium_delaneyi","0.545516255805645","0.53939835031538","0.00611790549026436","-8.7720411278009e-05","0.0384926411127292","0.0621175789024262","2","0.0621175789024262"
"GCF_902387285.1","Methanomethylophilus_alvi","0.573012677106637","0.515736766809727","0.0572759102969094","0.00270372316410177","-0.011649294911098","0.112558967725888","4","-0.112558967725888"
"GCF_003201675.2","Metallosphaera_hakonensis_JCM_8857_=_DSM_7519","0.453748238837876","0.413755795981455","0.0399924428564214","0.00161861860435298","-0.0213807315816589","0.0727590580032527","5","-0.0727590580032527"
"GCF_002214365.1","Thermococcus_celer_Vu_13_=_JCM_8558","0.577999384425977","0.525137706559838","0.0528616778661388","0.00230809996651937","0.00951427140710981","0.0824226860450736","5","-0.0824226860450736"
"GCF_026000775.1","Vulcanisaeta_souniana_JCM_11219","0.464345870418222","0.434320133282071","0.0300257371361505","0.00105214500525103","0.0626682045367156","0.0596297355982796","7","-0.0596297355982796"
"GCF_008326425.1","Sulfuracidifex_tepidarius","0.443054946126469","0.397972116603297","0.0450828295231717","0.0017803829782788","0.00164765525982336","0.0711918282557436","4","-0.0711918282557436"
"GCF_000404225.1","Candidatus_Methanomassiliicoccus_intestinalis_Issoire-Mx1","0.423061550759393","0.394810810810811","0.0282507399485812","0.00170202658270137","0.00090090090090017","0.0594579471557891","4","-0.0594579471557891"
"GCF_000739065.1","Methanocaldococcus_bathoardescens","0.31459100425962","0.290193728779707","0.0243972754799134","0.000972906513725277","0.0037946874375876","0.0461667981481778","6","-0.0461667981481778"
"GCF_000403645.1","Salinarchaeum_sp._Harcht-Bsk1","0.674253285543608","0.65257328990229","0.0216799956413185","0.00150426654674945","-0.0214983713355087","0.0688244038932212","2","-0.0688244038932212"
"GCF_000725425.1","Palaeococcus_pacificus_DY20341","0.437429762552112","0.398566852132862","0.0388629104192495","0.00148302713585145","0.0171977744056653","0.062282232624611","4","-0.062282232624611"
"GCF_000734035.1","Archaeoglobus_fulgidus_DSM_8774","0.492608844034908","0.453769541099345","0.0388393029355631","0.00152636436994267","-0.000504286434695134","0.057787865719225","5","-0.057787865719225"
"GCF_030518575.1","Candidatus_Nitrosotenuis_chungbukensis","0.428123559243891","0.401954215522056","0.0261693437218351","0.00131495138399245","0.0353154662199883","0.0557059154694615","3","-0.0557059154694615"
"GCF_000802205.1","Candidatus_Nitrosocosmicus_oleophilus","0.360704508856683","0.323385210049845","0.0373192988068378","0.00150600339691419","0.0261417963584564","0.05829376732479","3","-0.05829376732479"
"GCF_025231485.1","Salinirubellus_salinus","0.693784842965171","0.667474384862754","0.0263104581024173","0.00177082469927729","-0.039189290255025","0.0887440831117606","2","-0.0887440831117606"
"GCF_000446015.1","Thermofilum_adornatum","0.481461815798099","0.437580299785868","0.0438815160122311","0.00172603385163442","0.0554960742326904","0.0664011448487757","5","-0.0664011448487757"
"GCF_009690625.1","Halorhabdus_sp._CBA1104","0.632376463867466","0.608390892811465","0.0239855710560015","0.00160403292661889","-0.0150933742645202","0.061770170697855","2","-0.061770170697855"
"GCF_902383905.1","Candidatus_Methanomassiliicoccus_intestinalis","0.422901678657074","0.395299837925446","0.0276018407316282","0.00170273400364588","-0.000360165676211943","0.0593144285220125","4","-0.0593144285220125"
"GCF_001488575.1","Halobacterium_hubeiense","0.679504144801886","0.646445115810682","0.0330590289912045","0.00203462098177929","-0.0274924471299099","0.0857478507434699","2","-0.0857478507434699"
"GCF_000812185.1","Candidatus_Nitrosopelagicus_brevis","0.334462687863782","0.320219328307058","0.0142433595567243","0.00113549269377399","0.0514050719671004","0.051392091564949","3","-0.051392091564949"
"GCF_000504565.1","Haloarcula_hispanica_N601","0.640028735632184","0.600376647834277","0.0396520877979071","0.00218394521130397","-0.0189179934942668","0.0888388708829962","2","-0.0888388708829962"
"GCF_000816105.1","Thermococcus_guaymasensis_DSM_11113","0.539467653798696","0.494159544159544","0.0453081096391514","0.00184470855821871","0.00918012029123039","0.0719146306901167","4","-0.0719146306901167"
"GCF_000969945.1","Methanosarcina_sp._Kolksee","0.431820374965536","0.371736240361605","0.0600841346039314","0.00285368004799454","0.00496321900203889","0.0974234947031941","4","-0.0974234947031941"
"GCF_000970045.1","Methanosarcina_sp._MTP4","0.498019657276481","0.409549704254912","0.0884699530215686","0.00391630840432862","-0.00496088532722522","0.130341733216187","4","-0.130341733216187"
"GCF_000970005.1","Methanosarcina_sp._WH1","0.449181828584506","0.382178598922247","0.067003229662259","0.0031423171112576","-0.0108737490377212","0.0966029217330832","4","-0.0966029217330832"
"GCF_000969965.1","Methanosarcina_sp._WWM596","0.446341113620881","0.382424406047515","0.0639167075733663","0.0029691014163914","-0.00809935205183454","0.0877198033257056","4","-0.0877198033257056"
"GCF_000970325.1","Methanococcoides_methylutens_MM1","0.461008083689967","0.386462379513741","0.074545704176226","0.0036323086486008","0.0202848511005612","0.117316528518047","4","-0.117316528518047"
