Accession,Species,Core_GC3,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_000237865.1,Haloquadratum walsbyi C23,0.418695709,0.388814016,0.408018868,0.414420485,0.456536388,0.460916442,0.447102426,0.471698113,0.455862534,0.469339623,0.458894879,0.462264151,0.454851752,0.45148248,0.457884097,0.451819407,0.450808625,0.450471698,0.456199461,0.425008426,0.439164139,0.452982811,0.459386586,0.444893832,0.440849343,0.434782609,0.446241995,0.434782609,0.434108527
GCF_001027005.1,Methanosarcina barkeri CM1,0.394675419,0.293117194,0.312250864,0.300823811,0.326335371,0.319691735,0.328727079,0.358224821,0.351581185,0.371777837,0.370714855,0.365399947,0.38028169,0.376561254,0.403401541,0.375764018,0.381977671,0.368686869,0.386230728,0.384206328,0.399202128,0.380420325,0.384083045,0.374966711,0.380660629,0.393018918,0.388592751,0.369501466,0.378767671
GCF_000328525.1,Halovivax ruber XH-70,0.821059571,0.598329049,0.676735219,0.667095116,0.702442159,0.719151671,0.73907455,0.768316195,0.771208226,0.765424165,0.7718509,0.767673522,0.762532134,0.779884319,0.780205656,0.791452442,0.790167095,0.789845758,0.791452442,0.775064267,0.782455013,0.794344473,0.795885567,0.779170685,0.793635487,0.795564127,0.799742848,0.787849566,0.802508845
GCF_000328665.1,Methanomethylovorans hollandica DSM 15978,0.418104688,0.331313896,0.322983718,0.316546763,0.320711852,0.346838319,0.361605452,0.36652783,0.372964786,0.363498675,0.374479364,0.398712609,0.392654298,0.390761075,0.407042787,0.404392276,0.431276032,0.407042787,0.425217721,0.417644832,0.418023476,0.392275653,0.393181818,0.398484848,0.397348485,0.412878788,0.393939394,0.403787879,0.420234937
GCF_000214725.1,Methanobacterium paludis,0.330597818,0.232977851,0.261279737,0.267432322,0.273584906,0.26168991,0.286710418,0.30147662,0.278917145,0.27973749,0.314191961,0.299425759,0.293683347,0.319934372,0.317063167,0.309269893,0.323215751,0.312141099,0.320344545,0.296144381,0.31050041,0.316242822,0.306398687,0.324446267,0.303937654,0.294913864,0.307629204,0.332649713,0.311320755
GCF_013415905.1,Halosimplex pelagicum,0.881268116,0.634514817,0.738136742,0.729420879,0.763896959,0.79178772,0.803796242,0.822196397,0.82161534,0.823164827,0.819872167,0.826070114,0.830718574,0.840790238,0.840402867,0.83885338,0.837497579,0.854348247,0.85047453,0.856285106,0.850668216,0.862289367,0.86073988,0.858996707,0.86691205,0.868461836,0.863618752,0.869043007,0.861267196
GCF_013415885.1,Halosimplex rubrum,0.895016443,0.651685393,0.748089888,0.726741573,0.776404494,0.806516854,0.81258427,0.832359551,0.841123596,0.835730337,0.837752809,0.853258427,0.842921348,0.853932584,0.857271297,0.849404361,0.856147449,0.872106091,0.858844684,0.867385929,0.870982243,0.870307934,0.872106091,0.870982243,0.880395683,0.883741848,0.874971891,0.874297279,0.873172926
GCF_000191585.1,Methanobacterium lacus,0.330783883,0.259508716,0.248415214,0.232171157,0.253169572,0.256339144,0.282091918,0.288827258,0.282488114,0.276941363,0.303882726,0.290015848,0.292789223,0.297543582,0.317353407,0.306656101,0.305467512,0.302694136,0.291600634,0.287242472,0.295562599,0.309429477,0.303486529,0.304278922,0.307844691,0.2840729,0.305588585,0.28933809,0.30281411
GCF_000243255.1,Methanoplanus limicola DSM 2279,0.420424037,0.294156056,0.282402873,0.303950375,0.337577538,0.332680379,0.363042769,0.379040157,0.392752204,0.391772772,0.40417891,0.390140385,0.389813908,0.409076069,0.421808684,0.396996409,0.396996409,0.420502775,0.416585047,0.392425726,0.412340842,0.401240614,0.409402547,0.396996409,0.393731636,0.402546523,0.386875612,0.394186806,0.394839974
GCF_963677065.1,uncultured Methanoregula sp.,0.683004386,0.464696223,0.514614122,0.49228243,0.538587849,0.537931034,0.564860427,0.586863711,0.592118227,0.604597701,0.623316913,0.621674877,0.628571429,0.645320197,0.637438424,0.627586207,0.63239159,0.648817346,0.657687254,0.651773982,0.640275953,0.651445466,0.64717477,0.644218134,0.645532194,0.648817346,0.648160315,0.640932983,0.636333771
GCF_020700235.1,Haladaptatus pallidirubidus,0.676760434,0.508971017,0.564177273,0.525992946,0.568931146,0.610335838,0.596687625,0.627817819,0.627357767,0.629658028,0.626437663,0.638859071,0.639779175,0.633645146,0.632571691,0.639932526,0.63655881,0.6344119,0.643459592,0.654754601,0.648773006,0.651326891,0.646111367,0.648665235,0.652500767,0.642473531,0.651012891,0.644106814,0.653775322
GCF_019823105.1,Halobaculum magnesiiphilum,0.893530702,0.691586281,0.736602358,0.74249732,0.78965702,0.817524116,0.830117899,0.833333333,0.842175777,0.849946409,0.854233655,0.848606645,0.855305466,0.862540193,0.868971061,0.863879957,0.872186495,0.868971061,0.877545552,0.879153269,0.876205788,0.877512731,0.879120879,0.881265076,0.880461002,0.874028411,0.874028411,0.886893594,0.880461002
GCF_002355635.1,Halopenitus persicus,0.863738157,0.657920956,0.70342079,0.714048489,0.729325805,0.782464298,0.790435071,0.807372966,0.813683162,0.808701428,0.811690468,0.81833278,0.821986051,0.827964132,0.81833278,0.828296247,0.816007971,0.824975091,0.822982398,0.833277981,0.837263368,0.836267021,0.840252408,0.846894719,0.836599136,0.839256061,0.84551495,0.841475573,0.851777999
GCF_000220645.1,Methanococcus maripaludis X1,0.248501092,0.194533762,0.218649518,0.232583065,0.241157556,0.230975348,0.233654877,0.280814577,0.259914255,0.260450161,0.297427653,0.277063237,0.258842444,0.275991426,0.248660236,0.259378349,0.25562701,0.264343164,0.245576408,0.263806971,0.260053619,0.26541555,0.248793566,0.276675603,0.272922252,0.238605898,0.25844504,0.234316354,0.259517426
GCF_002788215.1,Halohasta litchfieldiae,0.72495056,0.484012907,0.570548548,0.562628337,0.602816075,0.633616896,0.623056615,0.659724259,0.676738046,0.661190965,0.664417718,0.675564682,0.681724846,0.692285128,0.679964799,0.682604869,0.674684658,0.67761807,0.688673709,0.70129108,0.666666667,0.708920188,0.704518779,0.697681244,0.703257998,0.691223951,0.706486645,0.690252496,0.703464474
GCF_024498335.1,Halobellus inordinatus,0.826293996,0.606568833,0.657232704,0.65758211,0.71104123,0.738294899,0.754367575,0.759958071,0.775331936,0.751921733,0.7732355,0.775331936,0.776380154,0.781271838,0.782669462,0.798043326,0.784765898,0.796995108,0.78371768,0.79769392,0.789308176,0.800489168,0.794549266,0.801537386,0.798742138,0.79769392,0.790356394,0.810971349,0.814814815
GCF_000304355.2,Methanoculleus bourgensis MS2,0.797909507,0.536834152,0.591990933,0.578390631,0.598035512,0.598791084,0.646769928,0.680770684,0.684926332,0.6939932,0.726482811,0.717793729,0.726105025,0.741594258,0.748016623,0.732527389,0.744616547,0.754061201,0.735927465,0.734038534,0.76312807,0.743105402,0.752927843,0.755572346,0.771439365,0.751038912,0.751416698,0.754816774,0.766528145
GCF_000299365.1,Candidatus Nitrosopumilus koreensis AR1,0.234178744,0.19890055,0.202898551,0.218890555,0.227386307,0.245377311,0.229385307,0.223888056,0.226886557,0.228885557,0.230884558,0.229885057,0.234382809,0.24187906,0.242378811,0.231884058,0.24137931,0.23938031,0.236881559,0.246376812,0.237381309,0.243378311,0.226886557,0.227386307,0.2335,0.2415,0.2565,0.2165,0.2455
GCF_000299395.1,Candidatus Nitrosopumilus sediminis,0.223298531,0.184046132,0.18981259,0.213358962,0.214800577,0.228255646,0.207111965,0.217683806,0.205670351,0.222489188,0.235944258,0.206150889,0.216722729,0.216242191,0.23786641,0.212397886,0.217683806,0.232099952,0.226814032,0.223930802,0.228736185,0.225372417,0.22200865,0.234022105,0.211917347,0.23786641,0.228736185,0.216722729,0.221528111
GCF_000404225.1,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,0.391247002,0.332432432,0.339459459,0.335135135,0.367027027,0.347027027,0.371891892,0.377837838,0.393513514,0.385405405,0.371351351,0.411351351,0.403243243,0.399459459,0.396216216,0.407027027,0.382702703,0.404324324,0.402162162,0.383243243,0.361621622,0.390810811,0.394594595,0.395135135,0.38972973,0.403243243,0.387027027,0.397837838,0.404324324
GCF_030518575.1,Candidatus Nitrosotenuis chungbukensis,0.431379668,0.350921273,0.328308208,0.349246231,0.368090452,0.384422111,0.397403685,0.408291457,0.395309883,0.409128978,0.422529313,0.403685092,0.404941374,0.399916248,0.424204355,0.407872697,0.400335008,0.408043569,0.423963134,0.416003351,0.419773775,0.423544198,0.422883487,0.44635373,0.40402347,0.43210394,0.425817267,0.417435038,0.412997904
GCF_000802205.1,Candidatus Nitrosocosmicus oleophilus,0.297149758,0.237717424,0.278608483,0.258468111,0.268843454,0.259993897,0.286237412,0.275556912,0.276472383,0.273420812,0.27677754,0.272810497,0.286847727,0.269453769,0.284711626,0.282270369,0.277998169,0.29081477,0.290204455,0.304546842,0.270674397,0.275862069,0.290509612,0.287152884,0.268538297,0.287152884,0.29508697,0.293561184,0.283185841
GCF_025231485.1,Salinirubellus salinus,0.903303527,0.66995737,0.771370877,0.757011443,0.806147633,0.831725376,0.833969037,0.84316805,0.850347768,0.858649316,0.852367063,0.860444245,0.860219879,0.86425847,0.864034104,0.876822975,0.868745793,0.873457483,0.878393538,0.888041283,0.877496074,0.876598609,0.881310298,0.877047341,0.875028046,0.889362657,0.870736086,0.888464991,0.888913824
GCF_902383905.1,Candidatus Methanomassiliicoccus intestinalis,0.39088729,0.331172339,0.337655321,0.337655321,0.36358725,0.346299298,0.372231226,0.376553214,0.393300918,0.388438682,0.373311723,0.411129119,0.404646137,0.399783901,0.400324149,0.40356564,0.383576445,0.399783901,0.402485143,0.385737439,0.361426256,0.388438682,0.393300918,0.393841167,0.389519179,0.405186386,0.391680173,0.397622907,0.405186386
GCF_000812185.1,Candidatus Nitrosopelagicus brevis,0.198149596,0.185058259,0.187799863,0.17135024,0.186429061,0.207676491,0.204249486,0.217272104,0.190541467,0.22138451,0.218642906,0.22138451,0.198766278,0.217957505,0.222069911,0.22138451,0.210418095,0.216586703,0.233036326,0.211103496,0.211788897,0.189170665,0.210418095,0.201507882,0.217957505,0.211103496,0.212474297,0.20013708,0.211103496
GCF_000504565.1,Haloarcula hispanica N601,0.800574713,0.528505393,0.64278377,0.621725732,0.662300976,0.691576785,0.703389831,0.730097586,0.71828454,0.72547509,0.752953261,0.746789933,0.743965074,0.736260914,0.760400616,0.749871597,0.733692861,0.750385208,0.756548536,0.75911659,0.757062147,0.766307139,0.767591166,0.765990239,0.757770357,0.76624711,0.766503982,0.763164655,0.766503982
GCF_000969945.1,Methanosarcina sp. Kolksee,0.406792804,0.282105823,0.316405211,0.306035629,0.333953736,0.331028982,0.341132677,0.360276522,0.35309758,0.371975538,0.375166179,0.368519011,0.375697953,0.381547461,0.405477267,0.376229726,0.386333422,0.383142781,0.390957447,0.3875,0.396382016,0.391859537,0.386272945,0.37376962,0.385311336,0.402341671,0.395955295,0.385413894,0.392068139
GCF_000970045.1,Methanosarcina sp. MTP4,0.562885016,0.334001145,0.380938752,0.366342301,0.390955924,0.397538638,0.412993703,0.458214081,0.440183171,0.46164854,0.464796795,0.48139668,0.467945049,0.477103606,0.497710361,0.491127647,0.490841442,0.506868918,0.504579279,0.511734402,0.500286205,0.51860332,0.511022044,0.503150057,0.501431844,0.514465769,0.496992266,0.518476081,0.516757376
GCF_000970005.1,Methanosarcina sp. WH1,0.451493306,0.301096998,0.32852194,0.339203233,0.361143187,0.345265589,0.353926097,0.397228637,0.389722864,0.385969977,0.389145497,0.407332564,0.408198614,0.415415704,0.441397229,0.409642032,0.430715935,0.410915391,0.423332371,0.416401964,0.427375108,0.429066744,0.418087258,0.416931523,0.428901734,0.427291125,0.425556519,0.416714864,0.426959792
GCF_000969965.1,Methanosarcina sp. WWM596,0.445304937,0.307235421,0.332883369,0.345032397,0.355291577,0.341522678,0.354481641,0.38687905,0.39524838,0.393088553,0.383099352,0.403887689,0.398758099,0.406047516,0.435205184,0.405777538,0.430461788,0.409778498,0.422744462,0.415721232,0.415180983,0.430964604,0.413671981,0.41,0.426872128,0.421849648,0.420497566,0.417207792,0.423701299
GCF_000970325.1,Methanococcoides methylutens MM1,0.472135045,0.313336211,0.331894691,0.308588692,0.353905913,0.345274061,0.355632283,0.390159689,0.406128615,0.42037117,0.403107467,0.419939577,0.426845058,0.433318947,0.447561502,0.441087613,0.454035391,0.447129909,0.451014243,0.44885628,0.449719465,0.467846353,0.429434614,0.440224428,0.459214502,0.43892965,0.447322971,0.445164076,0.462003454
GCF_000970065.1,Methanosarcina barkeri 227,0.393482368,0.290734824,0.305378062,0.306975506,0.329339723,0.319222577,0.340521832,0.355165069,0.355963791,0.366080937,0.373801917,0.357294995,0.38658147,0.377529286,0.404260985,0.380825566,0.381091877,0.376830892,0.394407457,0.383754993,0.397070573,0.376830892,0.39008793,0.374133333,0.3792,0.3952,0.384,0.374133333,0.381168312
GCF_000970305.1,Methanosarcina barkeri 3,0.38996294,0.272031662,0.316886544,0.299736148,0.307915567,0.309762533,0.335356201,0.354617414,0.348812665,0.364116095,0.373614776,0.360686016,0.374934037,0.368337731,0.392875989,0.359366755,0.388918206,0.366226913,0.386807388,0.378364116,0.391556728,0.37176781,0.382422803,0.367379256,0.364476115,0.385589865,0.387437319,0.367115334,0.393347413
GCF_000970025.1,Methanosarcina barkeri MS,0.393104868,0.296825397,0.297089947,0.29973545,0.324338624,0.317989418,0.344973545,0.350529101,0.36005291,0.375661376,0.368253968,0.364285714,0.383862434,0.375661376,0.396296296,0.381481481,0.392063492,0.371164021,0.403968254,0.379465467,0.39216724,0.38264091,0.386345594,0.356991525,0.390095339,0.391788079,0.377483444,0.366887417,0.377748344
GCF_000969985.1,Methanosarcina barkeri str. Wiesmoor,0.393837943,0.278245788,0.312190287,0.302031715,0.32210109,0.310455897,0.329038652,0.35777998,0.353815659,0.381565907,0.369672944,0.354311199,0.373389495,0.384539148,0.399900892,0.366204163,0.388599752,0.368525403,0.400247831,0.391325898,0.38983891,0.388847584,0.384138786,0.3671294,0.379276153,0.388544508,0.382097694,0.358542028,0.391272006
GCF_000970285.1,Methanosarcina horonobensis HB-1 = JCM 15518,0.431036591,0.288302393,0.330798479,0.313352718,0.355177813,0.339968687,0.352493849,0.383583091,0.381793782,0.389398345,0.389845672,0.39901588,0.3878327,0.399463207,0.413330351,0.414225006,0.415790651,0.405816555,0.417897092,0.412396509,0.408907789,0.425693823,0.417506156,0.398701589,0.407747425,0.41804747,0.41580833,0.401477833,0.424317062
GCF_000970265.1,Methanosarcina lacustris Z-7289,0.453961238,0.291835553,0.328604517,0.334973943,0.344238564,0.347133758,0.354950782,0.393167342,0.394904459,0.405906196,0.390851187,0.406195715,0.414302258,0.432252461,0.434279097,0.409959467,0.430060817,0.39733565,0.421951926,0.407761367,0.441483198,0.427867903,0.437427578,0.415821501,0.432338453,0.422776007,0.408577224,0.422776007,0.44057971
GCF_000970245.1,Methanosarcina mazei C16,0.440566038,0.287421742,0.333523051,0.338076266,0.344052362,0.347182698,0.34775185,0.367387592,0.394706887,0.398121799,0.391861127,0.399829254,0.403528742,0.409504838,0.420603301,0.406659078,0.413773478,0.392430279,0.438531588,0.418895845,0.424302789,0.435970404,0.420318725,0.41007399,0.402675014,0.437393284,0.399487472,0.422671604,0.409000285
GCF_000970225.1,Methanosarcina mazei LYC,0.439140271,0.296937039,0.334656835,0.331253545,0.355643789,0.349971639,0.346284742,0.375496313,0.381735678,0.395348837,0.388825865,0.395348837,0.409812819,0.416335791,0.417753829,0.402439024,0.423142371,0.391945547,0.430232558,0.409245604,0.425127623,0.436188315,0.427680091,0.416619399,0.405558707,0.425978446,0.401134752,0.414585698,0.405505108
GCF_000970185.1,Methanosarcina mazei SarPi,0.440470614,0.283954239,0.348782634,0.324141977,0.351716046,0.340569082,0.340569082,0.379290114,0.387797008,0.39601056,0.400117336,0.390730419,0.415077735,0.405690818,0.414491053,0.409504253,0.418597829,0.393663831,0.436198299,0.419477853,0.422997947,0.439425051,0.422411264,0.412437665,0.412265258,0.42370892,0.40416789,0.419724097,0.411799237
GCF_025035885.1,Methanosarcina mazei TMA,0.436556141,0.282245008,0.32730707,0.3283864,0.346735024,0.348354021,0.332433891,0.366702644,0.381003778,0.397733405,0.386940097,0.389098759,0.40420939,0.407447383,0.41716136,0.405288721,0.413383702,0.388828926,0.43011333,0.414732866,0.42417701,0.426180837,0.424831309,0.408097166,0.396761134,0.416194332,0.401187905,0.416036717,0.403617711
GCF_000970165.1,Methanosarcina mazei WWM610,0.441129832,0.290704388,0.334295612,0.328233256,0.341512702,0.348729792,0.347575058,0.368360277,0.387124711,0.40386836,0.392898383,0.396073903,0.407621247,0.413683603,0.420034642,0.406177829,0.422055427,0.391454965,0.433891455,0.420034642,0.424364896,0.438510393,0.425187753,0.418544194,0.405545927,0.425187753,0.402195897,0.419242993,0.408552441
GCF_000970145.1,Methanosarcina siciliae C2J,0.464930729,0.31076463,0.351131995,0.340666382,0.358821017,0.363306279,0.358393849,0.384451089,0.39427595,0.404527979,0.404741563,0.422682614,0.414780009,0.428449381,0.432934643,0.42875454,0.431104465,0.415723136,0.424481948,0.416025641,0.423594785,0.436631759,0.453515708,0.427869203,0.428510365,0.448386407,0.444966873,0.424112869,0.428601967
GCF_000970125.1,Methanosarcina siciliae HI350,0.476561052,0.29488417,0.358108108,0.33542471,0.37234556,0.363175676,0.367760618,0.401544402,0.394787645,0.407818533,0.406853282,0.435810811,0.416505792,0.437741313,0.443532819,0.426882239,0.431225869,0.435086873,0.4376056,0.433743664,0.430468373,0.452438436,0.451955577,0.440125543,0.435296958,0.443505553,0.442995169,0.437062092,0.441169365
GCF_000970085.1,Methanosarcina siciliae T4/M,0.474625776,0.3,0.357411765,0.339529412,0.368941176,0.357882353,0.366117647,0.395529412,0.388,0.398823529,0.418823529,0.426588235,0.413176471,0.439294118,0.444104495,0.419157449,0.425276536,0.429983526,0.438220758,0.436573311,0.434792844,0.45679303,0.447610078,0.437956204,0.440310808,0.438427125,0.446302402,0.429681979,0.441800189
GCF_000969905.1,Methanosarcina vacuolata Z-761,0.404394924,0.27231427,0.305184393,0.302244789,0.325761625,0.330571887,0.347942277,0.353821486,0.351149118,0.370657402,0.363976483,0.357562801,0.366916088,0.386157135,0.403527525,0.374933191,0.39070016,0.374933191,0.393105291,0.377872795,0.383484768,0.396150762,0.386527666,0.366746859,0.382352941,0.396524064,0.392780749,0.382392293,0.392665953
GCF_034480035.2,Methanosphaera sp. ISO3-F5,0.23008658,0.155089559,0.181301879,0.160332023,0.170816951,0.176496287,0.175185671,0.195281782,0.189602446,0.19921363,0.196155526,0.196592398,0.207077326,0.190039318,0.193971166,0.224989078,0.213630406,0.191786806,0.21013543,0.211882918,0.207077326,0.222804718,0.21013543,0.211009174,0.204019222,0.207514198,0.206203582,0.221153846,0.214160839
GCF_023093535.1,Halovivax limisalsi,0.871914541,0.645350461,0.706506562,0.699246021,0.742809271,0.76347389,0.773526948,0.816810947,0.812901424,0.812063669,0.810667411,0.807874895,0.819603463,0.832449037,0.820999721,0.831890533,0.832449037,0.833566043,0.834683049,0.846690868,0.841385088,0.851996649,0.848924881,0.844413408,0.845251397,0.855865922,0.854748603,0.84273743,0.855307263
GCF_013407145.1,Nitrosopumilus cobalaminigenes,0.196550265,0.1829653,0.185594111,0.205573081,0.192429022,0.194532072,0.205047319,0.20977918,0.202944269,0.193480547,0.216088328,0.214511041,0.220820189,0.187171399,0.213985279,0.198212408,0.20767613,0.201892744,0.201366982,0.215036803,0.195583596,0.195057834,0.207150368,0.199263933,0.218191377,0.20977918,0.190325973,0.201892744,0.205573081
GCF_013407185.1,Nitrosopumilus ureiphilus,0.227382083,0.198683191,0.204105345,0.210302091,0.203718048,0.240511232,0.210689388,0.236638265,0.218822618,0.235476375,0.248257165,0.242060418,0.217273431,0.235089078,0.229279628,0.228117738,0.225019365,0.243222308,0.224244771,0.229279628,0.220759101,0.216886135,0.214562355,0.238187452,0.229279628,0.242060418,0.220371805,0.233927188,0.242835012
GCF_024498195.1,Halovivax cerinus,0.830817416,0.630655333,0.683301344,0.672607623,0.71483411,0.742802303,0.755963806,0.788319166,0.774883466,0.777351248,0.784206197,0.777625446,0.79188374,0.802303263,0.790786948,0.803125857,0.798190293,0.794351522,0.807513024,0.796545106,0.794351522,0.800932273,0.810255004,0.814093776,0.816287359,0.819851933,0.8108034,0.814865606,0.81349424
GCF_024228675.1,Salinigranum marinum,0.86537407,0.629166667,0.698958333,0.7025,0.744583333,0.768333333,0.770208333,0.793333333,0.794791667,0.788958333,0.799583333,0.808333333,0.822708333,0.820833333,0.822291667,0.815625,0.81625,0.828541667,0.833958333,0.83125,0.831875,0.843333333,0.8325,0.839133153,0.847468223,0.839933306,0.835139642,0.838682784,0.843268028
GCF_003342675.1,Haloplanus rubicundus,0.859304466,0.653668548,0.734222678,0.711390457,0.744227809,0.781169831,0.792714212,0.800667009,0.80656747,0.80938943,0.811954849,0.817598769,0.830682401,0.829656234,0.83196511,0.821959979,0.825808107,0.830938943,0.835300154,0.836582863,0.832478194,0.830169318,0.835556696,0.844792201,0.839661365,0.838635198,0.841119097,0.840821566,0.853145058
GCF_041431065.1,Nitrosopumilus adriaticus,0.221824523,0.194677871,0.181139122,0.203081232,0.199813259,0.233426704,0.221755369,0.218020542,0.206349206,0.208683473,0.22875817,0.22875817,0.220821662,0.225957049,0.229225023,0.226423903,0.21101774,0.236227824,0.235294118,0.219421102,0.22735761,0.202147526,0.212418301,0.223622782,0.211951447,0.232492997,0.220821662,0.229332088,0.238206446
GCF_000875775.1,Nitrosopumilus piranensis,0.225821865,0.196876479,0.203028869,0.202555608,0.218646474,0.22243256,0.221486039,0.22858495,0.209181259,0.232371036,0.224325603,0.226218646,0.225272125,0.238050166,0.24088973,0.218646474,0.2219593,0.217226692,0.21628017,0.230951254,0.225272125,0.230477993,0.236630383,0.217226692,0.229058211,0.220539517,0.227638429,0.230113636,0.211647727
GCF_020217425.1,Halomicrobium urmianum,0.898474242,0.652758133,0.755304102,0.726308345,0.774870344,0.802687412,0.810938237,0.822253654,0.838991042,0.829090052,0.84252711,0.840169731,0.845120226,0.850070721,0.852663838,0.852899576,0.848892032,0.858321546,0.860678925,0.86562942,0.86562942,0.861621876,0.875501061,0.870313605,0.873614714,0.870549399,0.869842018,0.875265268,0.871964159
GCF_000827835.1,Haloarcula sp. CBA1115,0.790131696,0.524205031,0.63597532,0.61627907,0.662553393,0.687470337,0.696013289,0.719269103,0.711200759,0.719031799,0.740626483,0.738490745,0.734931182,0.734219269,0.746796393,0.737304224,0.726862838,0.749406739,0.747982914,0.74774561,0.745609872,0.7584243,0.758186996,0.754569191,0.752432946,0.759496676,0.754510921,0.756410256,0.756057007
GCF_000955905.1,Candidatus Nitrosotenuis cloacae,0.394369919,0.333689269,0.318206086,0.324079018,0.354511479,0.371596369,0.367325147,0.358782702,0.343299519,0.376401495,0.36412173,0.376935398,0.399893219,0.372130272,0.36785905,0.361986119,0.389749066,0.381740523,0.399359317,0.392952483,0.38868126,0.38120662,0.390816871,0.365723438,0.39241858,0.395621997,0.38868126,0.38120662,0.404698345
GCF_001548675.1,Methanobrevibacter sp. YE315,0.29664,0.153809296,0.206037374,0.164829899,0.181600383,0.198370867,0.199329181,0.204599904,0.218974605,0.221849545,0.231432678,0.247244849,0.243411596,0.26161955,0.250119789,0.254911356,0.255869669,0.261140393,0.274077623,0.26161955,0.254911356,0.272160997,0.263536176,0.27024437,0.272640153,0.26593196,0.262577863,0.259223766,0.256827983
GCF_003058365.1,Halococcoides cellulosivorans,0.839876699,0.658035034,0.706397563,0.703731912,0.740670221,0.773038842,0.771515613,0.802741813,0.790175171,0.794744859,0.79741051,0.809977152,0.81302361,0.804265042,0.808453922,0.808073115,0.807692308,0.825209444,0.81873572,0.822162986,0.808073115,0.825590251,0.809215537,0.819878142,0.816450876,0.812261995,0.80883473,0.824447829,0.822543793
GCF_024227995.1,Halomicrococcus gelatinilyticus,0.917725653,0.64676354,0.72998679,0.706208719,0.764597094,0.798678996,0.81003963,0.824570674,0.84015852,0.838573316,0.83989432,0.848348745,0.859445178,0.859709379,0.847820343,0.868163804,0.868692206,0.870805812,0.875264271,0.874735729,0.873414376,0.876849894,0.877906977,0.884778013,0.891649049,0.891649049,0.880285412,0.890856237,0.893234672
GCF_013391105.1,Natronomonas salina,0.91690651,0.671971253,0.763347023,0.732802875,0.792094456,0.825718686,0.843942505,0.847279261,0.860882957,0.861909651,0.869353183,0.871663244,0.86473306,0.873716632,0.868583162,0.877566735,0.881416838,0.886293634,0.883726899,0.891170431,0.881930185,0.90426078,0.895533881,0.894507187,0.899383984,0.899897331,0.892967146,0.902720739,0.89912731
GCF_029633965.1,Methanogenium sp. S4BF,0.592350509,0.38111588,0.431759657,0.403433476,0.454077253,0.464377682,0.505579399,0.508154506,0.492274678,0.530042918,0.535622318,0.563519313,0.554077253,0.546351931,0.554077253,0.562660944,0.535622318,0.565236052,0.561802575,0.546351931,0.542918455,0.547639485,0.561373391,0.526180258,0.541201717,0.56223176,0.555793991,0.538197425,0.562660944
GCF_003268005.1,Methanosphaera sp. BMS,0.308839028,0.178088368,0.205139766,0.182146078,0.182596934,0.195671776,0.203336339,0.220018034,0.231740307,0.236248873,0.232191163,0.256537421,0.250225428,0.252479711,0.272317403,0.282236249,0.261947701,0.240757439,0.274571686,0.257439134,0.26465284,0.261496844,0.243011722,0.252930568,0.281334536,0.291704238,0.269612263,0.275022543,0.276825969
GCF_900696045.1,Candidatus Nitrosocosmicus franklandus,0.29779134,0.254125413,0.264393106,0.237990466,0.294096076,0.281261459,0.278327833,0.28896223,0.274294096,0.308397506,0.28786212,0.295929593,0.275760909,0.290429043,0.307297396,0.292995966,0.272827283,0.291529153,0.309497616,0.275394206,0.28896223,0.298496516,0.28346168,0.308397506,0.286028603,0.317198387,0.288228823,0.29886322,0.277961129
GCF_009762275.1,Haloplanus rallus,0.870247256,0.675342466,0.728493151,0.716986301,0.76,0.789863014,0.795890411,0.813424658,0.822191781,0.817260274,0.823013699,0.806575342,0.830684932,0.837260274,0.831506849,0.830958904,0.827671233,0.839452055,0.851780822,0.842739726,0.840547945,0.854794521,0.860273973,0.839726027,0.849821869,0.852288298,0.847081392,0.852562346,0.865716635
GCF_001870125.1,Candidatus Nitrosocosmicus hydrocola,0.289397466,0.255806238,0.272727273,0.248175182,0.260119443,0.275049768,0.274054413,0.265759788,0.263769078,0.276376908,0.279362973,0.277704048,0.269077638,0.268414068,0.278367618,0.266423358,0.270072993,0.265096218,0.301260783,0.274386198,0.284007963,0.277040478,0.285998673,0.292302588,0.276045123,0.287657598,0.277372263,0.281353683,0.284671533
GCF_002787055.1,Candidatus Nitrosotenuis aquarius,0.428989667,0.36746988,0.342871486,0.337851406,0.380522088,0.387048193,0.38002008,0.407630522,0.383032129,0.383534137,0.412148594,0.416164659,0.40562249,0.420180723,0.40813253,0.412148594,0.411144578,0.423694779,0.423694779,0.387550201,0.419678715,0.417670683,0.430722892,0.402610442,0.423694779,0.416666667,0.425702811,0.398092369,0.406124498
GCF_003721175.2,Halarchaeum sp. CBA1220,0.913031791,0.67482737,0.759573132,0.739799121,0.792215945,0.835530446,0.833333333,0.850910232,0.853421218,0.854362837,0.855932203,0.867231638,0.868801004,0.8782172,0.877589454,0.880100439,0.878844947,0.884808537,0.873195229,0.882611425,0.886377903,0.873509102,0.884808537,0.891713748,0.89296924,0.886377903,0.885750157,0.890458255,0.880414313
