Accession,Species,Core_GC3,codon_2,codon_3,codon_4,codon_5,codon_6,codon_7,codon_8,codon_9,codon_10,codon_11,codon_12,codon_13,codon_14,codon_15,codon_16,codon_17,codon_18,codon_19,codon_20,codon_21,codon_22,codon_23,codon_24,codon_25,codon_26,codon_27,codon_28,codon_29
GCF_000017165.1,Methanococcus vannielii SB,0.218319471,0.181449275,0.203478261,0.209275362,0.214492754,0.205797101,0.216811594,0.263188406,0.226086957,0.227826087,0.254492754,0.213913043,0.227246377,0.226666667,0.224347826,0.231884058,0.235362319,0.245797101,0.23826087,0.228985507,0.236521739,0.224347826,0.222608696,0.227246377,0.235362319,0.220289855,0.234782609,0.229565217,0.215072464
GCF_000281695.1,Natrinema sp. J7-2,0.82626972,0.568997607,0.667907471,0.645041212,0.683594789,0.699016219,0.735708588,0.754054773,0.763892582,0.748471151,0.765753789,0.772666844,0.756447753,0.774262164,0.751661792,0.764361702,0.77839851,0.783985102,0.786645384,0.785049215,0.780260708,0.791433892,0.794360202,0.782388933,0.806331471,0.789305666,0.785049215,0.801542964,0.803405161
GCF_000015765.1,Methanocorpusculum labreanum Z,0.58554144,0.363233666,0.389811739,0.392580288,0.427464009,0.446843854,0.468438538,0.49833887,0.493909192,0.53709856,0.526578073,0.543743079,0.558693245,0.50055371,0.547619048,0.547619048,0.534883721,0.566998893,0.542081949,0.552602436,0.558139535,0.550941307,0.53986711,0.53765227,0.544850498,0.553156146,0.534883721,0.574197121,0.53765227
GCF_000015805.1,Pyrobaculum calidifontis JCM 11548,0.72722305,0.585312225,0.645118734,0.59058927,0.599824099,0.615655233,0.624010554,0.646437995,0.671943712,0.653034301,0.67766051,0.690413369,0.689973615,0.692612137,0.671503958,0.693491645,0.686015831,0.693931398,0.677220756,0.696130167,0.68469657,0.692172383,0.702286719,0.690853122,0.717238347,0.699208443,0.717238347,0.705364996,0.707124011
GCF_000015145.1,Hyperthermus butylicus DSM 5456,0.587422592,0.578591549,0.574647887,0.572957746,0.553802817,0.562253521,0.545352113,0.545352113,0.545915493,0.58084507,0.558873239,0.565633803,0.566760563,0.563380282,0.553802817,0.54084507,0.567323944,0.554366197,0.554366197,0.569577465,0.558309859,0.558873239,0.564507042,0.562816901,0.56056338,0.604507042,0.572957746,0.566197183,0.568207441
GCF_000022205.1,Halorubrum lacusprofundi ATCC 49239,0.830218647,0.61279647,0.660507446,0.685879757,0.704908991,0.729178158,0.746001103,0.771373414,0.767236624,0.778268064,0.776889134,0.780198566,0.789023718,0.801985659,0.792333149,0.791505792,0.783232212,0.809431881,0.798952013,0.816050745,0.811913955,0.804467733,0.808052951,0.811862069,0.79718543,0.807617996,0.803201766,0.809826111,0.807617996
GCF_000017185.1,Methanococcus aeolicus Nankai-3,0.224105866,0.169947507,0.156824147,0.167322835,0.170603675,0.166666667,0.18832021,0.208005249,0.200131234,0.219160105,0.218503937,0.202755906,0.224409449,0.213910761,0.231627297,0.220472441,0.213254593,0.224409449,0.231627297,0.197506562,0.215223097,0.227034121,0.223097113,0.238845144,0.225721785,0.212598425,0.215223097,0.210629921,0.216535433
GCF_000022485.1,Sulfolobus islandicus Y.N.15.51,0.311766849,0.282227785,0.326032541,0.29505632,0.273153942,0.304755945,0.307571965,0.334793492,0.304443054,0.310700876,0.315707134,0.306320401,0.309449312,0.316020025,0.317897372,0.310075094,0.303191489,0.298498123,0.293491865,0.288485607,0.318836045,0.296307885,0.316217909,0.321540388,0.306199123,0.304946775,0.300031319,0.306390977,0.31641604
GCF_000016525.1,Methanobrevibacter smithii ATCC 35061,0.211505711,0.130508475,0.14180791,0.157062147,0.151412429,0.15819209,0.167231638,0.186440678,0.177966102,0.175141243,0.181920904,0.193785311,0.190960452,0.193220339,0.217514124,0.193220339,0.218644068,0.213559322,0.200678349,0.195025438,0.194460147,0.195025438,0.191633691,0.188807236,0.198417185,0.201808932,0.17071792,0.189937818,0.172413793
GCF_000024305.1,Sulfolobus islandicus L.D.8.5,0.307758403,0.286277085,0.326986211,0.304333552,0.286277085,0.301707157,0.298424163,0.314839133,0.312541037,0.300722259,0.308929744,0.30006566,0.299080762,0.313197636,0.31089954,0.300393959,0.309586343,0.296782666,0.299409061,0.298752462,0.318122127,0.295469468,0.313525936,0.31089954,0.304990151,0.312212738,0.311884439,0.303119869,0.319868637
GCF_000022445.1,Sulfolobus islandicus M.16.4,0.303392809,0.268327402,0.325622776,0.287900356,0.276512456,0.28683274,0.304626335,0.304982206,0.31886121,0.303558719,0.291459075,0.293594306,0.289323843,0.299644128,0.308540925,0.289679715,0.291814947,0.287188612,0.296441281,0.291459075,0.294661922,0.290391459,0.301423488,0.30569395,0.288967972,0.307938768,0.300213675,0.300213675,0.307801924
GCF_000022405.1,Sulfolobus islandicus M.14.25,0.305577796,0.275463773,0.325516276,0.290514526,0.273013651,0.286664333,0.305215261,0.315015751,0.320616031,0.305915296,0.306265313,0.290164508,0.293314666,0.302415121,0.307315366,0.289814491,0.302415121,0.294714736,0.295064753,0.289464473,0.309415471,0.287714386,0.304515226,0.303115156,0.297514876,0.306022409,0.306022409,0.303677758,0.308231173
GCF_000022425.1,Sulfolobus islandicus M.16.27,0.305570776,0.274327122,0.328847481,0.283298827,0.271221532,0.294340925,0.310904072,0.314354727,0.317805383,0.299516908,0.298826777,0.296411318,0.290545204,0.304692892,0.305728088,0.289164941,0.301587302,0.298136646,0.299171843,0.293305728,0.300552105,0.283298827,0.308143547,0.302622498,0.296756384,0.306073154,0.307108351,0.304692892,0.307108351
GCF_000022385.1,Sulfolobus islandicus L.S.2.15,0.305781011,0.280210734,0.324333224,0.299967073,0.280540007,0.305893974,0.296345077,0.317089233,0.310174514,0.297003622,0.30819888,0.304906157,0.305564702,0.30391834,0.313137965,0.29667435,0.304247613,0.301284162,0.298649984,0.294698716,0.2996378,0.285149819,0.302271979,0.311491604,0.302601251,0.314784327,0.299967073,0.291831357,0.314662273
GCF_000018465.1,Nitrosopumilus maritimus SCM1,0.223408582,0.206233766,0.194285714,0.220779221,0.221298701,0.217142857,0.215584416,0.226493506,0.213506494,0.216623377,0.216103896,0.211428571,0.218181818,0.231688312,0.240519481,0.218701299,0.210909091,0.22961039,0.22961039,0.235324675,0.222857143,0.215584416,0.215064935,0.212467532,0.215064935,0.222337662,0.233766234,0.216623377,0.222337662
GCF_000022465.1,Sulfolobus islandicus Y.G.57.14,0.312955829,0.28394234,0.325175997,0.298022125,0.276231981,0.304056319,0.29634596,0.332551123,0.307073416,0.303721086,0.306738183,0.30305062,0.306067717,0.308414348,0.315789474,0.296010727,0.305397251,0.292658398,0.294669796,0.288300369,0.311096212,0.294334563,0.310760979,0.3221589,0.307511737,0.3101945,0.29711603,0.311975847,0.311304931
GCF_000025665.1,Aciduliprofundum boonei T469,0.376496935,0.31568754,0.370561653,0.344092963,0.346675274,0.350548741,0.372498386,0.379599742,0.369270497,0.375080697,0.397030342,0.418979987,0.406714009,0.419625565,0.404777276,0.400903809,0.379599742,0.379599742,0.396384764,0.394448031,0.379599742,0.377017431,0.400258231,0.374435119,0.377017431,0.391220142,0.384764364,0.367979342,0.391220142
GCF_000019805.1,Pyrobaculum neutrophilum V24Sta,0.784840183,0.644730332,0.699158832,0.661553686,0.683819891,0.692726373,0.693715982,0.715982187,0.716971796,0.728847105,0.742701633,0.748639287,0.75655616,0.767936665,0.755566551,0.754082138,0.747649678,0.759524988,0.747154874,0.765957447,0.758040574,0.745175656,0.747154874,0.759524988,0.773379515,0.772884711,0.764967838,0.766947056,0.776348342
GCF_000017945.1,Ignicoccus hospitalis KIN4/I,0.768893894,0.740189445,0.741542625,0.715832206,0.725304465,0.737483085,0.717861976,0.734776725,0.709742896,0.708389716,0.732070365,0.718538566,0.747631935,0.738159675,0.731393775,0.743572395,0.728010825,0.739512855,0.763870095,0.768606225,0.761840325,0.736129905,0.764546685,0.763870095,0.747631935,0.774018945,0.752368065,0.769959405,0.761840325
GCF_000017625.1,Methanoregula boonei 6A8,0.661582926,0.482207117,0.510195922,0.509796082,0.541783287,0.546981208,0.572970812,0.592562975,0.593362655,0.604958017,0.604158337,0.612554978,0.615753699,0.642942823,0.628148741,0.637345062,0.636145542,0.638944422,0.630147941,0.647341064,0.628,0.6364,0.6552,0.652,0.6456,0.6508,0.6288,0.646658663,0.645716573
GCF_000172995.2,Halogeometricum borinquense DSM 11551,0.733985799,0.541752577,0.608505155,0.605927835,0.643814433,0.671134021,0.678608247,0.684793814,0.70257732,0.68943299,0.686082474,0.695360825,0.695618557,0.702061856,0.684712555,0.710492395,0.712296984,0.691415313,0.712296984,0.696313483,0.699664862,0.695977308,0.717637958,0.71421202,0.707505803,0.701057519,0.719298246,0.715944272,0.70872033
GCF_000069025.1,Halobacterium salinarum R1,0.861361772,0.591269841,0.701298701,0.692279942,0.709235209,0.757936508,0.772005772,0.77020202,0.79004329,0.796897547,0.78030303,0.803391053,0.794372294,0.78968254,0.785353535,0.797258297,0.804473304,0.813131313,0.808080808,0.817099567,0.829365079,0.843795094,0.821067821,0.814507398,0.827138217,0.815229159,0.834355828,0.839769036,0.824972934
GCF_000023965.1,Halomicrobium mukohataei DSM 12286,0.858953901,0.598525074,0.686430678,0.692625369,0.715929204,0.766371681,0.76460177,0.779941003,0.786430678,0.784660767,0.791150442,0.801474926,0.800294985,0.802359882,0.816224189,0.812979351,0.812389381,0.814454277,0.81740413,0.824483776,0.828318584,0.825612275,0.810563588,0.830923576,0.8270366,0.825265643,0.8270366,0.836728668,0.828757012
GCF_029633915.1,Methanomicrobium antiquum,0.329936508,0.247623163,0.268366465,0.254105445,0.276145203,0.293431288,0.292134831,0.291702679,0.318063959,0.30812446,0.33059637,0.356525497,0.31633535,0.364304235,0.336214347,0.340968021,0.311581677,0.343560933,0.340103717,0.334917891,0.343560933,0.347450303,0.325410545,0.32454624,0.335350043,0.331460674,0.326707001,0.346585998,0.332324978
GCF_000020905.1,Desulfurococcus amylolyticus 1221n,0.490018243,0.469118668,0.510062457,0.487855656,0.437890354,0.431644691,0.453157529,0.426786954,0.448993754,0.478834143,0.437196391,0.470506593,0.471894518,0.478834143,0.474670368,0.480222068,0.476058293,0.486467731,0.478834143,0.47258848,0.484385843,0.481609993,0.496183206,0.489243581,0.493407356,0.482303956,0.488549618,0.477446218,0.498959056
GCF_000023945.1,Halorhabdus utahensis DSM 12940,0.799496253,0.549019608,0.63110668,0.657693586,0.672981057,0.702891326,0.730475241,0.747092057,0.75041542,0.738451313,0.757062147,0.751744766,0.758391492,0.768693918,0.76038551,0.767696909,0.762047192,0.772681954,0.779993353,0.781322699,0.77301429,0.758391492,0.778257979,0.783577128,0.774933511,0.784502827,0.785500499,0.771200532,0.781177253
GCF_000021965.1,Methanosphaerula palustris E1-9c,0.70499391,0.469014085,0.495070423,0.503521127,0.536267606,0.547535211,0.557746479,0.577464789,0.602464789,0.613732394,0.623943662,0.61443662,0.63415493,0.645774648,0.650352113,0.665492958,0.640718563,0.643888693,0.643536456,0.652924595,0.646457526,0.654212196,0.658794501,0.667606627,0.648219951,0.652802256,0.673598872,0.666784203,0.674894217
GCF_000306765.2,Haloferax mediterranei ATCC 33500,0.749496124,0.539891557,0.626904209,0.625871418,0.64187968,0.680092951,0.661502711,0.702814356,0.705396334,0.693519236,0.700748774,0.703072554,0.717273431,0.704105345,0.70462174,0.725793958,0.720630003,0.721146398,0.698166796,0.71856442,0.726052156,0.719597211,0.71856442,0.73314389,0.731593903,0.72118863,0.73126615,0.727061256,0.717425026
GCF_000969885.1,Methanosarcina thermophila TM-1,0.418421418,0.277696793,0.337463557,0.310131195,0.329810496,0.331997085,0.356413994,0.369897959,0.368804665,0.389212828,0.381559767,0.386297376,0.403061224,0.375,0.415816327,0.411957711,0.40940576,0.410134889,0.403208166,0.393364929,0.407947503,0.412322275,0.413051404,0.406637491,0.403355215,0.41210795,0.409555069,0.393873085,0.40240788
GCF_946463545.1,Methanothermococcus thermolithotrophicus DSM 2095,0.267385621,0.253864447,0.238406659,0.218787158,0.233650416,0.235434007,0.247919144,0.239001189,0.249702735,0.271700357,0.267538644,0.256837099,0.261593341,0.256837099,0.27764566,0.256395003,0.242712671,0.267697799,0.273051755,0.273051755,0.276621059,0.269482451,0.272456871,0.295062463,0.273214286,0.255357143,0.267857143,0.264880952,0.25297619
GCF_019175345.1,Saccharolobus shibatae B12,0.313181707,0.293758044,0.333976834,0.285714286,0.282818533,0.290862291,0.315637066,0.31048906,0.321106821,0.314028314,0.314350064,0.304375804,0.296653797,0.308236808,0.302123552,0.2998713,0.307271557,0.303088803,0.301158301,0.296332046,0.301158301,0.306306306,0.303732304,0.317567568,0.318532819,0.297940798,0.317889318,0.292981326,0.317450097
GCF_000246985.2,Thermococcus litoralis DSM 5473,0.454026132,0.451887942,0.449857897,0.438083638,0.419407227,0.407226959,0.418595209,0.437677629,0.419001218,0.440113683,0.446203816,0.449857897,0.443767763,0.430369468,0.433211531,0.422655298,0.436459602,0.44863987,0.426309379,0.434835566,0.42955745,0.441331709,0.412911084,0.444173772,0.4409257,0.437677629,0.416971173,0.428919578,0.444354184
GCF_000018365.1,Thermococcus onnurineus NA1,0.65387703,0.603491272,0.629426434,0.565087282,0.580049875,0.581546135,0.571072319,0.567581047,0.596508728,0.579052369,0.594014963,0.602992519,0.606982544,0.602992519,0.615461347,0.6319202,0.620947631,0.62394015,0.609476309,0.623441397,0.637905237,0.624438903,0.610473815,0.602992519,0.611277445,0.609281437,0.612774451,0.622255489,0.612774451
GCF_000215995.1,Pyrococcus yayanosii CH1,0.643915344,0.631830239,0.663129973,0.604244032,0.605835544,0.600530504,0.594164456,0.603183024,0.603713528,0.609549072,0.607427056,0.615915119,0.611140584,0.620159151,0.624933687,0.632891247,0.616445623,0.628116711,0.613262599,0.619628647,0.638196286,0.63163482,0.628450106,0.616772824,0.619957537,0.625265393,0.631104034,0.626857749,0.624734607
GCF_013388255.1,Methanolobus zinderi,0.47412956,0.292406498,0.32376275,0.31885153,0.356252361,0.338118625,0.371741594,0.389119758,0.392142048,0.407631281,0.410275784,0.423876086,0.425765017,0.456365697,0.456743483,0.431809596,0.458254628,0.448809974,0.445787684,0.448809974,0.435965244,0.455232338,0.429165093,0.433698527,0.459765773,0.451832263,0.438609747,0.437854175,0.46203249
GCF_000025325.1,Haloterrigena turkmenica DSM 5511,0.846866623,0.570417145,0.659012629,0.629544585,0.694029851,0.711060084,0.736892461,0.758897819,0.764829698,0.753348641,0.772101033,0.772292384,0.775736701,0.782242633,0.776502105,0.787409108,0.805013395,0.797168006,0.801569078,0.805204746,0.800803674,0.811327976,0.813205742,0.807464115,0.818947368,0.812631579,0.821818182,0.811949445,0.815970892
GCF_000025865.1,Methanohalophilus mahii DSM 5219,0.413931718,0.270390509,0.313395947,0.289174493,0.310430054,0.318833416,0.3311913,0.354424123,0.373702422,0.376173999,0.377656945,0.371725161,0.398418191,0.404349975,0.409787444,0.409787444,0.399901137,0.399901137,0.420168067,0.393475037,0.40385566,0.41028176,0.408798814,0.421156698,0.421156698,0.393969352,0.412259021,0.412753337,0.412259021
GCF_000025625.1,Natrialba magadii ATCC 43099,0.764268585,0.530295802,0.631679389,0.601622137,0.661259542,0.676288168,0.671755725,0.70634542,0.703482824,0.697041985,0.707776718,0.695372137,0.711593511,0.710400763,0.705391221,0.71254771,0.717318702,0.704198473,0.721374046,0.732347328,0.723520992,0.719704198,0.731631679,0.739265267,0.734255725,0.715410305,0.735687023,0.741889313,0.723043893
GCF_020614395.1,Salarchaeum japonicum,0.904605263,0.613104524,0.741809672,0.720358814,0.761310452,0.814352574,0.831903276,0.860764431,0.85725429,0.859204368,0.865444618,0.865834633,0.859984399,0.863884555,0.862714509,0.856864275,0.869734789,0.875195008,0.875975039,0.876365055,0.879095164,0.887285491,0.891965679,0.89274571,0.883385335,0.885725429,0.885725429,0.898985959,0.884165367
GCF_039641995.1,Geoglobus acetivorans,0.531179972,0.458963778,0.498853737,0.47042641,0.440623567,0.475469968,0.480513526,0.475928473,0.480513526,0.500229253,0.50343879,0.485098579,0.497019716,0.510316369,0.502980284,0.491743119,0.513761468,0.489449541,0.497247706,0.496788991,0.521559633,0.496788991,0.513302752,0.506422018,0.486697248,0.512385321,0.497706422,0.508715596,0.49587156
GCF_000148385.1,Vulcanisaeta distributa DSM 14429,0.513318934,0.442987684,0.469209376,0.45371474,0.469209376,0.461263409,0.440603894,0.490663488,0.484704013,0.500595948,0.510131108,0.505363528,0.502185141,0.491855383,0.494239174,0.503774335,0.475168852,0.501787843,0.493444577,0.501390544,0.467222884,0.495828367,0.491060787,0.481922924,0.502979738,0.502979738,0.477155344,0.478744537,0.506952721
GCF_000025285.1,Archaeoglobus profundus DSM 5631,0.442164179,0.471830986,0.486998917,0.442036836,0.423618635,0.437703142,0.432286024,0.427410618,0.446370531,0.445828819,0.44312026,0.439328277,0.434452871,0.440953413,0.438244854,0.426327194,0.433911159,0.464788732,0.442578548,0.432827736,0.44312026,0.426327194,0.453954496,0.445828819,0.437703142,0.44312026,0.429268293,0.45010846,0.422451193
GCF_000092305.1,Methanocaldococcus infernus ME,0.290376465,0.246575342,0.314383562,0.276027397,0.263013699,0.270547945,0.255479452,0.278082192,0.247945205,0.271232877,0.282191781,0.274657534,0.271232877,0.249315068,0.278767123,0.267123288,0.278082192,0.309589041,0.287671233,0.27260274,0.274657534,0.300684932,0.266438356,0.269178082,0.267808219,0.289239205,0.272789582,0.270047978,0.272789582
GCF_000023985.1,Methanocaldococcus fervens AG86,0.253596551,0.230674088,0.275819419,0.240568955,0.234384663,0.239950526,0.22139765,0.231910946,0.227581942,0.237476809,0.246134818,0.249226964,0.232529375,0.259121831,0.23685838,0.255411255,0.237476809,0.249226964,0.230055659,0.245516388,0.252937539,0.260358689,0.230055659,0.256648114,0.249845393,0.243042672,0.224489796,0.238713667,0.2288188
GCF_000024625.1,Methanocaldococcus vulcanius M7,0.254411765,0.258045977,0.291954023,0.25,0.254597701,0.240804598,0.23908046,0.243103448,0.244252874,0.242528736,0.267241379,0.247126437,0.255172414,0.243678161,0.258045977,0.251149425,0.270689655,0.248850575,0.255172414,0.260344828,0.247701149,0.255747126,0.272988506,0.279885057,0.257471264,0.236781609,0.24137931,0.262643678,0.237356322
GCF_000517445.1,Thermococcus paralvinellae,0.383058136,0.392957746,0.423943662,0.374178404,0.378403756,0.339906103,0.35258216,0.380751174,0.36713615,0.350234742,0.358685446,0.359624413,0.369953052,0.38028169,0.364319249,0.404694836,0.374178404,0.371361502,0.376525822,0.379342723,0.394366197,0.366197183,0.369014085,0.368075117,0.36713615,0.3657277,0.351643192,0.374823861,0.351808361
GCF_001971705.1,Natronorubrum daqingense,0.775751223,0.556924725,0.617197964,0.603000268,0.648004286,0.675863916,0.680953657,0.702919904,0.705330833,0.712295741,0.707741763,0.721671578,0.717385481,0.716849719,0.713635146,0.742030538,0.731315296,0.728636485,0.729440129,0.736940798,0.745245111,0.743837085,0.742229368,0.756430868,0.753483387,0.735530547,0.739549839,0.762530153,0.750737068
GCF_000025505.1,Ferroglobus placidus DSM 10642,0.496891652,0.506801399,0.491255344,0.471434124,0.472211426,0.46210649,0.470656821,0.483093665,0.477652546,0.489700738,0.495141858,0.489700738,0.474931986,0.50136028,0.480373105,0.485425573,0.471434124,0.482705014,0.501166407,0.473172628,0.482115086,0.469649805,0.489883268,0.50311284,0.485214008,0.484624367,0.484624367,0.502530167,0.490073959
GCF_000092465.1,Staphylothermus hellenicus DSM 12710,0.303701196,0.345521024,0.338817794,0.30591103,0.294942108,0.306520414,0.269957343,0.288238879,0.276051188,0.304082876,0.305301645,0.304082876,0.303473492,0.309567337,0.310786106,0.284582572,0.326020719,0.31261426,0.322973796,0.298598416,0.283363803,0.287629494,0.279098111,0.286410725,0.285801341,0.281535649,0.307739183,0.310786106,0.2992078
GCF_000022365.1,Thermococcus gammatolerans EJ3,0.69800743,0.660697888,0.653351699,0.613406795,0.622130395,0.632231405,0.620293848,0.638200184,0.646923783,0.63865932,0.648760331,0.663911846,0.668962351,0.650596878,0.670188333,0.668810289,0.687184198,0.663757464,0.686265503,0.680293983,0.683050069,0.675700505,0.665135508,0.663757464,0.678915939,0.667738971,0.659007353,0.667738971,0.681525735
GCF_000327485.1,Methanoregula formicica SMSP,0.701345469,0.504016766,0.538595878,0.531260915,0.561997904,0.578414251,0.59238561,0.636046105,0.624170451,0.636046105,0.650716032,0.654208872,0.650366748,0.662940971,0.667132379,0.654208872,0.670625218,0.663290255,0.673070206,0.673768774,0.668180231,0.675515194,0.662940971,0.667481663,0.675515194,0.67691233,0.666783095,0.673070206,0.669577366
GCF_000022545.1,Thermococcus sibiricus MM 739,0.372633517,0.3965,0.385,0.3395,0.364,0.33,0.354,0.3615,0.362,0.352,0.356,0.3735,0.3735,0.353,0.379,0.365,0.3685,0.375,0.3645,0.372,0.378,0.37,0.3445,0.3605,0.3645,0.362,0.367,0.3445,0.374
GCF_003201765.2,Acidianus sulfidivorans JP7,0.209795597,0.21642764,0.251629726,0.199913081,0.200347675,0.216862234,0.206431986,0.235549761,0.222511951,0.217731421,0.214689266,0.219469796,0.202520643,0.196001738,0.219035202,0.22120817,0.194697957,0.212950891,0.206431986,0.208170361,0.205562799,0.210777923,0.203824424,0.209908735,0.230334637,0.207735767,0.209474142,0.205562799,0.210777923
GCF_000092185.1,Thermosphaera aggregans DSM 11486,0.536180124,0.499289773,0.509943182,0.46875,0.462357955,0.451704545,0.481534091,0.487215909,0.4765625,0.485795455,0.498579545,0.520596591,0.515625,0.497159091,0.4921875,0.506392045,0.522727273,0.536931818,0.5078125,0.497159091,0.509943182,0.525568182,0.506392045,0.529829545,0.53125,0.526278409,0.530539773,0.522727273,0.504971591
GCF_003990725.2,Halorubrum sp. PV6,0.873648236,0.636661211,0.699509002,0.688707038,0.746972177,0.781342062,0.792798691,0.806873977,0.820621931,0.803273322,0.807528642,0.81898527,0.832405892,0.839934534,0.828150573,0.827823241,0.82913257,0.846481178,0.839279869,0.849754501,0.845826514,0.845499182,0.843535188,0.839607201,0.846153846,0.845826514,0.847413229,0.850687623,0.842174198
GCF_000223905.1,Haloarcula hispanica ATCC 33960,0.801722479,0.529275213,0.64199123,0.622130513,0.663399536,0.69202992,0.702605107,0.72917204,0.718854785,0.726334795,0.753675522,0.746453443,0.744389992,0.736394119,0.75883415,0.750322414,0.735620325,0.750064483,0.75883415,0.76063967,0.758060356,0.766056229,0.768635543,0.766769866,0.758255934,0.767801858,0.767285862,0.763157895,0.767285862
GCF_000024185.1,Methanobrevibacter ruminantium M1,0.326573193,0.146133094,0.179856115,0.166816547,0.173561151,0.197841727,0.200539568,0.221672662,0.224370504,0.224370504,0.249100719,0.245503597,0.254496403,0.254496403,0.28102518,0.263489209,0.261690647,0.282823741,0.266636691,0.28057554,0.288219424,0.293615108,0.267535971,0.278327338,0.28192446,0.273954116,0.284750337,0.269905533,0.290598291
GCF_000828535.1,Methanococcus maripaludis KA1,0.249427875,0.197455471,0.217811705,0.231552163,0.236641221,0.224936387,0.23307888,0.277862595,0.260559796,0.261068702,0.28956743,0.275826972,0.254452926,0.277862595,0.248346056,0.266666667,0.24783715,0.265784114,0.248472505,0.256619145,0.259164969,0.25814664,0.247454175,0.271894094,0.266293279,0.237270876,0.257637475,0.248472505,0.24898167
GCF_000828555.1,Methanococcus maripaludis OS7,0.249560878,0.198808234,0.221018418,0.230227519,0.238353196,0.225893824,0.237811484,0.289274106,0.260021668,0.252437703,0.297941495,0.267605634,0.25460455,0.273564464,0.245937161,0.267063922,0.26056338,0.272086721,0.243902439,0.259620596,0.267208672,0.263414634,0.25203252,0.275338753,0.268292683,0.238482385,0.248780488,0.239566396,0.25203252
GCF_000025525.1,Methanocaldococcus sp. FS406-22,0.252152152,0.22972973,0.311351351,0.269189189,0.242702703,0.238378378,0.257297297,0.237837838,0.241621622,0.253513514,0.252972973,0.255675676,0.249189189,0.252432432,0.225405405,0.248648649,0.241081081,0.253513514,0.238918919,0.258918919,0.252972973,0.258918919,0.248108108,0.256216216,0.238918919,0.264324324,0.261081081,0.263243243,0.243783784
GCF_000196655.1,Methanohalobium evestigatum Z-7303,0.304956453,0.234634551,0.28654485,0.260797342,0.278654485,0.257059801,0.265780731,0.284053156,0.27782392,0.274501661,0.281976744,0.299003322,0.287790698,0.303986711,0.29692691,0.305647841,0.314368771,0.300664452,0.291528239,0.291943522,0.314368771,0.303571429,0.290402991,0.306190278,0.314630091,0.29758936,0.309226933,0.309355509,0.31018711
GCF_000179575.2,Methanothermococcus okinawensis IH1,0.229208473,0.170598911,0.222020569,0.215970962,0.201451906,0.194797338,0.19661222,0.22323049,0.193587417,0.206291591,0.237749546,0.221415608,0.212341198,0.213551119,0.207501512,0.216575923,0.224440411,0.224440411,0.232909861,0.225650333,0.23062954,0.228208232,0.219128329,0.224576271,0.24031477,0.217917676,0.25,0.216707022,0.223365617
GCF_003856835.1,Haloplanus aerogenes,0.857107232,0.64356709,0.729983435,0.702374379,0.744616234,0.770016565,0.768636113,0.793760353,0.808117062,0.797349531,0.808945334,0.810877968,0.815019326,0.818056322,0.81695196,0.82661513,0.813638874,0.816123689,0.829928216,0.828823854,0.825510768,0.826062949,0.831308669,0.828547764,0.829376035,0.826062949,0.832965213,0.83186085,0.827719492
GCF_018200015.1,Haloarcula sinaiiensis ATCC 33800,0.755017876,0.514141636,0.622012717,0.604691954,0.635386977,0.68033326,0.677921508,0.697215523,0.69392677,0.697873273,0.709274282,0.702477527,0.70686253,0.695680772,0.709712782,0.699188774,0.701819776,0.709932032,0.710151283,0.714536286,0.725498794,0.736242052,0.727691296,0.719736842,0.722368421,0.710964912,0.720175439,0.729765299,0.725318122
GCF_000144915.1,Acidilobus saccharovorans 345-15,0.741438849,0.664662659,0.668670675,0.698730795,0.690714763,0.673346693,0.676686707,0.666666667,0.678690715,0.687374749,0.689378758,0.726118904,0.700734803,0.706746827,0.716766867,0.68002672,0.704742819,0.703406814,0.719438878,0.698730795,0.735470942,0.728790915,0.721442886,0.704074816,0.738810955,0.730126921,0.722110888,0.72745491,0.725450902
GCF_000327505.1,Aciduliprofundum sp. MAR08-339,0.484248555,0.419122462,0.462344466,0.455795678,0.423051735,0.428945645,0.445972495,0.487229862,0.481335953,0.447937132,0.501637197,0.512115259,0.48853962,0.495088409,0.519973805,0.469548134,0.513425016,0.457105435,0.490504257,0.504256713,0.497053045,0.499017682,0.476751801,0.491814014,0.486574984,0.481335953,0.49443353,0.497053045,0.481990832
GCF_000217995.1,Methanosalsum zhilinae DSM 4017,0.344221378,0.251609708,0.253095592,0.266963843,0.269440317,0.278850916,0.278850916,0.291728579,0.296681526,0.315502724,0.32986627,0.312530956,0.294205052,0.343734522,0.315502724,0.310549777,0.342418236,0.344895937,0.335480674,0.35579782,0.336471754,0.322260783,0.335647,0.350024789,0.329697571,0.319286068,0.343579574,0.339285714,0.330853175
GCF_000147875.1,Methanolacinia petrolearia DSM 11571,0.560232315,0.354344729,0.386752137,0.366096866,0.40954416,0.402777778,0.448005698,0.460826211,0.466880342,0.467592593,0.487535613,0.499643875,0.501780627,0.518162393,0.523860399,0.519586895,0.509259259,0.522435897,0.529202279,0.540242165,0.535612536,0.518518519,0.512464387,0.521367521,0.537749288,0.535968661,0.530626781,0.515669516,0.539529915
GCF_023167465.1,Methanothermobacter tenebrarum,0.423891569,0.358502149,0.351135666,0.349907919,0.345610804,0.381829343,0.372007366,0.369551872,0.384898711,0.394106814,0.416206262,0.4106814,0.404542664,0.425414365,0.411909147,0.400245549,0.429711479,0.422344997,0.402701044,0.411295273,0.406384285,0.420503376,0.395334561,0.408476658,0.407862408,0.421375921,0.409956976,0.429625077,0.407498463
